SampleName
VLC_EMN_TAF_min10k_sorted_md_k141_10360_n824
VLC_EMN_TAF_min10k_sorted_md_k141_183911_n983
VLC_EMN_TAF_min10k_sorted_md_k141_137453_n862
VLC_EMN_TAF_min10k_sorted_md_k141_139549_n957
VLC_EMN_TAF_min10k_sorted_md_k141_206951_n767
VLC_EMN_TAF_min10k_sorted_md_k141_99788_n814
VLC_EMN_TAF_min10k_sorted_md_k141_185099_n717
VLC_EMN_TAF_min10k_sorted_md_k141_16354_n711
VLC_EMN_TAF_min10k_sorted_md_k141_211380_n924
VLC_EMN_TAF_min10k_sorted_md_k141_10576_n555
VLC_EMN_TAF_min10k_sorted_md_k141_213271_n852
VLC_EMN_TAF_min10k_sorted_md_k141_98039_n990
VLC_EMN_TAF_min10k_sorted_md_k141_35654_n855
VLC_EMN_TAF_min10k_sorted_md_k141_5054_n857
VLC_EMN_TAF_min10k_sorted_md_k141_209633_n809
VLC_EMN_TAF_min10k_sorted_md_k141_30078_n658
VLC_EMN_TAF_min10k_sorted_md_k141_97514_n800
VLC_EMN_TAF_min10k_sorted_md_k141_119252_n871
VLC_EMN_TAF_min10k_sorted_md_k141_188131_n831
VLC_EMN_TAF_min10k_sorted_md_k141_139578_n963
VLC_EMN_TAF_min10k_sorted_md_k141_185665_n827
VLC_EMN_TAF_min10k_sorted_md_k141_104468_n978
VLC_EMN_TAF_min10k_sorted_md_k141_59170_n747
VLC_EMN_TAF_min10k_sorted_md_k141_83199_n933
VLC_EMN_TAF_min10k_sorted_md_k141_120907_n966
VLC_EMN_TAF_min10k_sorted_md_k141_65370_n624
VLC_EMN_TAF_min10k_sorted_md_k141_72982_n832
VLC_EMN_TAF_min10k_sorted_md_k141_156584_n901
VLC_EMN_TAF_min10k_sorted_md_k141_207553_n594
VLC_EMN_TAF_min10k_sorted_md_k141_49842_n852
VLC_EMN_TAF_min10k_sorted_md_k141_41694_n952
VLC_EMN_TAF_min10k_sorted_md_k141_225547_n668
VLC_EMN_TAF_min10k_sorted_md_k141_159068_n780
VLC_EMN_TAF_min10k_sorted_md_k141_93262_n896
VLC_EMN_TAF_min10k_sorted_md_k141_129736_n866
VLC_EMN_TAF_min10k_sorted_md_k141_9021_n678
VLC_EMN_TAF_min10k_sorted_md_k141_131175_n725
VLC_EMN_TAF_min10k_sorted_md_k141_115888_n949
VLC_EMN_TAF_min10k_sorted_md_k141_202029_n816
VLC_EMN_TAF_min10k_sorted_md_k141_176778_n930
VLC_EMN_TAF_min10k_sorted_md_k141_55244_n603
VLC_EMN_TAF_min10k_sorted_md_k141_61749_n892
VLC_EMN_TAF_min10k_sorted_md_k141_67400_n784
VLC_EMN_TAF_min10k_sorted_md_k141_196945_n865
VLC_EMN_TAF_min10k_sorted_md_k141_128443_n890
VLC_EMN_TAF_min10k_sorted_md_k141_33777_n848
VLC_EMN_TAF_min10k_sorted_md_k141_213379_n985
VLC_EMN_TAF_min10k_sorted_md_k141_190125_n705
VLC_EMN_TAF_min10k_sorted_md_k141_5284_n926
VLC_EMN_TAF_min10k_sorted_md_k141_110335_n945
VLC_EMN_TAF_min10k_sorted_md_k141_58262_n916
VLC_EMN_TAF_min10k_sorted_md_k141_183107_n969
VLC_EMN_TAF_min10k_sorted_md_k141_144607_n962
VLC_EMN_TAF_min10k_sorted_md_k141_43476_n798
VLC_EMN_TAF_min10k_sorted_md_k141_222715_n866
VLC_EMN_TAF_min10k_sorted_md_k141_195038_n985
VLC_EMN_TAF_min10k_sorted_md_k141_190867_n577
VLC_EMN_TAF_min10k_sorted_md_k141_100843_n860
VLC_EMN_TAF_min10k_sorted_md_k141_30692_n899
VLC_EMN_TAF_min10k_sorted_md_k141_143441_n881
VLC_EMN_TAF_min10k_sorted_md_k141_143729_n825
VLC_EMN_TAF_min10k_sorted_md_k141_181538_n719
VLC_EMN_TAF_min10k_sorted_md_k141_201490_n938
VLC_EMN_TAF_min10k_sorted_md_k141_68480_n675
VLC_EMN_TAF_min10k_sorted_md_k141_41553_n980
VLC_EMN_TAF_min10k_sorted_md_k141_46386_n641
VLC_EMN_TAF_min10k_sorted_md_k141_153765_n996
VLC_EMN_TAF_min10k_sorted_md_k141_48056_n974
VLC_EMN_TAF_min10k_sorted_md_k141_13420_n675
VLC_EMN_TAF_min10k_sorted_md_k141_143585_n890
VLC_EMN_TAF_min10k_sorted_md_k141_133807_n888
VLC_EMN_TAF_min10k_sorted_md_k141_221867_n827
VLC_EMN_TAF_min10k_sorted_md_k141_133110_n768
VLC_EMN_TAF_min10k_sorted_md_k141_49330_n888
VLC_EMN_TAF_min10k_sorted_md_k141_213549_n721
VLC_EMN_TAF_min10k_sorted_md_k141_33870_n914
VLC_EMN_TAF_min10k_sorted_md_k141_1214_n777
VLC_EMN_TAF_min10k_sorted_md_k141_79581_n962
VLC_EMN_TAF_min10k_sorted_md_k141_223253_n687
VLC_EMN_TAF_min10k_sorted_md_k141_8161_n938
VLC_EMN_TAF_min10k_sorted_md_k141_9368_n963
VLC_EMN_TAF_min10k_sorted_md_k141_126970_n818
VLC_EMN_TAF_min10k_sorted_md_k141_17445_n779
