SampleID	SampleName	AlignedFrags	Cluster1	Cluster2	Cluster3	ClusterCenterDist
0244	VLC_EMN_TAF_min10k_sorted_md_k141_80501_n2081	2081	1.0	0.0	0.0	0.2776
0245	VLC_EMN_TAF_min10k_sorted_md_k141_110519_n3605	3605	1.0	0.0	0.0	0.2253
0246	VLC_EMN_TAF_min10k_sorted_md_k141_66067_n1655	1655	1.0	0.0	0.0	0.4397
0247	VLC_EMN_TAF_min10k_sorted_md_k141_88502_n7894	7894	1.0	0.0	0.0	0.1339
0248	VLC_EMN_TAF_min10k_sorted_md_k141_125136_n10733	10733	1.0	0.0	0.0	0.0775
0249	VLC_EMN_TAF_min10k_sorted_md_k141_14837_n2961	2961	1.0	0.0	0.0	0.1568
0250	VLC_EMN_TAF_min10k_sorted_md_k141_72058_n6600	6600	1.0	0.0	0.0	0.1386
0251	VLC_EMN_TAF_min10k_sorted_md_k141_74765_n5132	5132	1.0	0.0	0.0	0.3313
0252	VLC_EMN_TAF_min10k_sorted_md_k141_33478_n3332	3332	1.0	0.0	0.0	0.1462
0253	VLC_EMN_TAF_min10k_sorted_md_k141_211750_n2066	2066	1.0	0.0	0.0	0.2295
0254	VLC_EMN_TAF_min10k_sorted_md_k141_2139_n5893	5893	1.0	0.0	0.0	0.1201
0255	VLC_EMN_TAF_min10k_sorted_md_k141_183648_n4016	4016	1.0	0.0	0.0	0.2667
0256	VLC_EMN_TAF_min10k_sorted_md_k141_108636_n4537	4537	1.0	0.0	0.0	0.152
0257	VLC_EMN_TAF_min10k_sorted_md_k141_152974_n2701	2701	1.0	0.0	0.0	0.158
0258	VLC_EMN_TAF_min10k_sorted_md_k141_79483_n3959	3959	1.0	0.0	0.0	0.5491
0259	VLC_EMN_TAF_min10k_sorted_md_k141_117620_n8425	8425	1.0	0.0	0.0	0.0949
0260	VLC_EMN_TAF_min10k_sorted_md_k141_24417_n5171	5171	1.0	0.0	0.0	0.1113
0261	VLC_EMN_TAF_min10k_sorted_md_k141_205620_n1158	1158	1.0	0.0	0.0	0.2367
0262	VLC_EMN_TAF_min10k_sorted_md_k141_192022_n7395	7395	1.0	0.0	0.0	0.5039
0263	VLC_EMN_TAF_min10k_sorted_md_k141_13649_n1780	1780	1.0	0.0	0.0	0.1946
0264	VLC_EMN_TAF_min10k_sorted_md_k141_185901_n1561	1561	1.0	0.0	0.0	0.1787
0265	VLC_EMN_TAF_min10k_sorted_md_k141_122235_n8088	8088	1.0	0.0	0.0	0.1574
0266	VLC_EMN_TAF_min10k_sorted_md_k141_190640_n1970	1970	1.0	0.0	0.0	0.205
0267	VLC_EMN_TAF_min10k_sorted_md_k141_39887_n1835	1835	1.0	0.0	0.0	0.2324
0268	VLC_EMN_TAF_min10k_sorted_md_k141_96941_n6031	6031	1.0	0.0	0.0	0.1716
0269	VLC_EMN_TAF_min10k_sorted_md_k141_28494_n4653	4653	1.0	0.0	0.0	0.1374
0270	VLC_EMN_TAF_min10k_sorted_md_k141_143693_n3791	3791	1.0	0.0	0.0	0.1883
0271	VLC_EMN_TAF_min10k_sorted_md_k141_86279_n3902	3902	1.0	0.0	0.0	0.1933
0272	VLC_EMN_TAF_min10k_sorted_md_k141_43016_n2741	2741	1.0	0.0	0.0	0.186
0273	VLC_EMN_TAF_min10k_sorted_md_k141_158771_n2050	2050	1.0	0.0	0.0	0.2286
0274	VLC_EMN_TAF_min10k_sorted_md_k141_168732_n10640	10640	1.0	0.0	0.0	0.4869
0275	VLC_EMN_TAF_min10k_sorted_md_k141_172493_n7601	7601	1.0	0.0	0.0	0.2086
0276	VLC_EMN_TAF_min10k_sorted_md_k141_85450_n7428	7428	1.0	0.0	0.0	0.4495
0277	VLC_EMN_TAF_min10k_sorted_md_k141_82150_n5450	5450	1.0	0.0	0.0	0.155
0278	VLC_EMN_TAF_min10k_sorted_md_k141_26139_n1013	1013	1.0	0.0	0.0	0.5723
0279	VLC_EMN_TAF_min10k_sorted_md_k141_141100_n5697	5697	1.0	0.0	0.0	0.2033
0280	VLC_EMN_TAF_min10k_sorted_md_k141_124123_n3917	3917	1.0	0.0	0.0	0.607
0281	VLC_EMN_TAF_min10k_sorted_md_k141_17166_n16008	16008	1.0	0.0	0.0	0.1042
0282	VLC_EMN_TAF_min10k_sorted_md_k141_191051_n2945	2945	1.0	0.0	0.0	0.188
0283	VLC_EMN_TAF_min10k_sorted_md_k141_193234_n1349	1349	1.0	0.0	0.0	0.5097
0284	VLC_EMN_TAF_min10k_sorted_md_k141_191108_n1911	1911	1.0	0.0	0.0	0.4697
0285	VLC_EMN_TAF_min10k_sorted_md_k141_180883_n3648	3648	1.0	0.0	0.0	0.1429
0286	VLC_EMN_TAF_min10k_sorted_md_k141_103210_n4506	4506	1.0	0.0	0.0	0.1318
0287	VLC_EMN_TAF_min10k_sorted_md_k141_15322_n1975	1975	1.0	0.0	0.0	0.1798
0288	VLC_EMN_TAF_min10k_sorted_md_k141_182604_n1993	1993	1.0	0.0	0.0	0.179
0289	VLC_EMN_TAF_min10k_sorted_md_k141_22164_n5563	5563	1.0	0.0	0.0	0.3255
0290	VLC_EMN_TAF_min10k_sorted_md_k141_41246_n4129	4129	1.0	0.0	0.0	0.2372
0291	VLC_EMN_TAF_min10k_sorted_md_k141_161766_n1356	1356	1.0	0.0	0.0	0.236
0292	VLC_EMN_TAF_min10k_sorted_md_k141_32925_n2457	2457	1.0	0.0	0.0	0.182
0293	VLC_EMN_TAF_min10k_sorted_md_k141_190921_n7598	7598	1.0	0.0	0.0	0.1403
0294	VLC_EMN_TAF_min10k_sorted_md_k141_92136_n13388	13388	1.0	0.0	0.0	0.1195
0295	VLC_EMN_TAF_min10k_sorted_md_k141_120647_n2226	2226	1.0	0.0	0.0	0.1386
0296	VLC_EMN_TAF_min10k_sorted_md_k141_209587_n1541	1541	1.0	0.0	0.0	0.1977
0297	VLC_EMN_TAF_min10k_sorted_md_k141_26324_n8700	8700	1.0	0.0	0.0	0.0701
0298	VLC_EMN_TAF_min10k_sorted_md_k141_161769_n1473	1473	1.0	0.0	0.0	0.5973
0299	VLC_EMN_TAF_min10k_sorted_md_k141_51928_n3672	3672	1.0	0.0	0.0	0.1972
0300	VLC_EMN_TAF_min10k_sorted_md_k141_28504_n7872	7872	1.0	0.0	0.0	0.166
0301	VLC_EMN_TAF_min10k_sorted_md_k141_218529_n4128	4128	1.0	0.0	0.0	0.2121
0302	VLC_EMN_TAF_min10k_sorted_md_k141_188088_n5741	5741	1.0	0.0	0.0	0.1214
0303	VLC_EMN_TAF_min10k_sorted_md_k141_19603_n2658	2658	1.0	0.0	0.0	0.1755
0304	VLC_EMN_TAF_min10k_sorted_md_k141_204947_n1310	1310	1.0	0.0	0.0	0.5409
0305	VLC_EMN_TAF_min10k_sorted_md_k141_207635_n4287	4287	1.0	0.0	0.0	0.2144
0306	VLC_EMN_TAF_min10k_sorted_md_k141_217309_n2600	2600	1.0	0.0	0.0	0.1762
0307	VLC_EMN_TAF_min10k_sorted_md_k141_25114_n6471	6471	1.0	0.0	0.0	0.1289
0308	VLC_EMN_TAF_min10k_sorted_md_k141_54994_n5025	5025	1.0	0.0	0.0	0.1495
0309	VLC_EMN_TAF_min10k_sorted_md_k141_135389_n2952	2952	1.0	0.0	0.0	0.2715
0310	VLC_EMN_TAF_min10k_sorted_md_k141_107178_n5342	5342	1.0	0.0	0.0	0.1905
0311	VLC_EMN_TAF_min10k_sorted_md_k141_212691_n4122	4122	1.0	0.0	0.0	0.1326
0312	VLC_EMN_TAF_min10k_sorted_md_k141_171952_n4594	4594	1.0	0.0	0.0	0.1628
0313	VLC_EMN_TAF_min10k_sorted_md_k141_211674_n7674	7674	1.0	0.0	0.0	0.1415
0314	VLC_EMN_TAF_min10k_sorted_md_k141_36846_n1574	1574	1.0	0.0	0.0	0.1688
0315	VLC_EMN_TAF_min10k_sorted_md_k141_5678_n1025	1025	1.0	0.0	0.0	0.7468
0316	VLC_EMN_TAF_min10k_sorted_md_k141_52728_n2278	2278	1.0	0.0	0.0	0.3714
0317	VLC_EMN_TAF_min10k_sorted_md_k141_114750_n3384	3384	1.0	0.0	0.0	0.156
0318	VLC_EMN_TAF_min10k_sorted_md_k141_201263_n5355	5355	1.0	0.0	0.0	0.1068
0319	VLC_EMN_TAF_min10k_sorted_md_k141_85648_n1619	1619	1.0	0.0	0.0	0.219
0320	VLC_EMN_TAF_min10k_sorted_md_k141_129788_n1866	1866	1.0	0.0	0.0	0.1969
0321	VLC_EMN_TAF_min10k_sorted_md_k141_56966_n2845	2845	1.0	0.0	0.0	0.124
0322	VLC_EMN_TAF_min10k_sorted_md_k141_64302_n4515	4515	1.0	0.0	0.0	0.1512
0323	VLC_EMN_TAF_min10k_sorted_md_k141_121939_n5569	5569	1.0	0.0	0.0	0.1467
0324	VLC_EMN_TAF_min10k_sorted_md_k141_53025_n5440	5440	1.0	0.0	0.0	0.2109
0325	VLC_EMN_TAF_min10k_sorted_md_k141_156967_n1804	1804	1.0	0.0	0.0	0.148
0326	VLC_EMN_TAF_min10k_sorted_md_k141_152745_n5284	5284	1.0	0.0	0.0	0.1589
0327	VLC_EMN_TAF_min10k_sorted_md_k141_37334_n1505	1505	1.0	0.0	0.0	0.2164
0328	VLC_EMN_TAF_min10k_sorted_md_k141_32951_n2736	2736	1.0	0.0	0.0	0.228
0329	VLC_EMN_TAF_min10k_sorted_md_k141_102689_n2801	2801	1.0	0.0	0.0	0.2777
0330	VLC_EMN_TAF_min10k_sorted_md_k141_112465_n11793	11793	1.0	0.0	0.0	0.0907
0331	VLC_EMN_TAF_min10k_sorted_md_k141_167592_n5054	5054	1.0	0.0	0.0	0.2367
0332	VLC_EMN_TAF_min10k_sorted_md_k141_178568_n3486	3486	1.0	0.0	0.0	0.3029
0333	VLC_EMN_TAF_min10k_sorted_md_k141_160782_n3338	3338	1.0	0.0	0.0	0.5366
0334	VLC_EMN_TAF_min10k_sorted_md_k141_79944_n2126	2126	1.0	0.0	0.0	0.2694
0335	VLC_EMN_TAF_min10k_sorted_md_k141_38199_n3308	3308	1.0	0.0	0.0	0.6362
0336	VLC_EMN_TAF_min10k_sorted_md_k141_136256_n9016	9016	1.0	0.0	0.0	0.1568
0337	VLC_EMN_TAF_min10k_sorted_md_k141_83821_n4378	4378	1.0	0.0	0.0	0.4549
0338	VLC_EMN_TAF_min10k_sorted_md_k141_199717_n1872	1872	1.0	0.0	0.0	0.1912
0339	VLC_EMN_TAF_min10k_sorted_md_k141_3486_n1592	1592	1.0	0.0	0.0	0.1795
0340	VLC_EMN_TAF_min10k_sorted_md_k141_186752_n3047	3047	1.0	0.0	0.0	0.1594
0341	VLC_EMN_TAF_min10k_sorted_md_k141_220449_n4750	4750	1.0	0.0	0.0	0.6032
0342	VLC_EMN_TAF_min10k_sorted_md_k141_164961_n2546	2546	1.0	0.0	0.0	0.1253
0343	VLC_EMN_TAF_min10k_sorted_md_k141_220518_n7151	7151	1.0	0.0	0.0	0.1022
0344	VLC_EMN_TAF_min10k_sorted_md_k141_226879_n14100	14100	1.0	0.0	0.0	0.1161
0345	VLC_EMN_TAF_min10k_sorted_md_k141_70560_n2367	2367	1.0	0.0	0.0	0.22
0346	VLC_EMN_TAF_min10k_sorted_md_k141_174639_n2060	2060	1.0	0.0	0.0	0.2066
0347	VLC_EMN_TAF_min10k_sorted_md_k141_11472_n1489	1489	1.0	0.0	0.0	0.2385
0348	VLC_EMN_TAF_min10k_sorted_md_k141_95045_n4533	4533	1.0	0.0	0.0	0.1558
0349	VLC_EMN_TAF_min10k_sorted_md_k141_73818_n6377	6377	1.0	0.0	0.0	0.1337
0350	VLC_EMN_TAF_min10k_sorted_md_k141_99890_n6752	6752	1.0	0.0	0.0	0.1883
0351	VLC_EMN_TAF_min10k_sorted_md_k141_30624_n5085	5085	1.0	0.0	0.0	0.1301
0352	VLC_EMN_TAF_min10k_sorted_md_k141_205492_n8003	8003	1.0	0.0	0.0	0.1611
0353	VLC_EMN_TAF_min10k_sorted_md_k141_51898_n1902	1902	1.0	0.0	0.0	0.1882
0354	VLC_EMN_TAF_min10k_sorted_md_k141_1649_n3041	3041	1.0	0.0	0.0	0.1484
0355	VLC_EMN_TAF_min10k_sorted_md_k141_28572_n2759	2759	1.0	0.0	0.0	0.2118
0356	VLC_EMN_TAF_min10k_sorted_md_k141_200862_n1283	1283	1.0	0.0	0.0	0.4604
0357	VLC_EMN_TAF_min10k_sorted_md_k141_115517_n1368	1368	1.0	0.0	0.0	0.1322
0358	VLC_EMN_TAF_min10k_sorted_md_k141_210697_n4128	4128	1.0	0.0	0.0	0.1704
0359	VLC_EMN_TAF_min10k_sorted_md_k141_189667_n5943	5943	1.0	0.0	0.0	0.1345
0360	VLC_EMN_TAF_min10k_sorted_md_k141_158393_n5421	5421	1.0	0.0	0.0	0.1383
0361	VLC_EMN_TAF_min10k_sorted_md_k141_47239_n18185	18185	1.0	0.0	0.0	0.0978
0362	VLC_EMN_TAF_min10k_sorted_md_k141_179052_n5922	5922	1.0	0.0	0.0	0.2285
0363	VLC_EMN_TAF_min10k_sorted_md_k141_30564_n7461	7461	1.0	0.0	0.0	0.5093
0364	VLC_EMN_TAF_min10k_sorted_md_k141_14345_n1899	1899	1.0	0.0	0.0	0.2091
0365	VLC_EMN_TAF_min10k_sorted_md_k141_85416_n1222	1222	1.0	0.0	0.0	0.1717
0366	VLC_EMN_TAF_min10k_sorted_md_k141_135687_n9653	9653	1.0	0.0	0.0	0.5439
0367	VLC_EMN_TAF_min10k_sorted_md_k141_54099_n12741	12741	1.0	0.0	0.0	0.5928
0368	VLC_EMN_TAF_min10k_sorted_md_k141_174258_n9886	9886	1.0	0.0	0.0	0.0922
0369	VLC_EMN_TAF_min10k_sorted_md_k141_49656_n1398	1398	1.0	0.0	0.0	0.214
0370	VLC_EMN_TAF_min10k_sorted_md_k141_68446_n12483	12483	1.0	0.0	0.0	0.153
0371	VLC_EMN_TAF_min10k_sorted_md_k141_201770_n11662	11662	1.0	0.0	0.0	0.6029
0372	VLC_EMN_TAF_min10k_sorted_md_k141_143347_n5633	5633	1.0	0.0	0.0	0.1417
0373	VLC_EMN_TAF_min10k_sorted_md_k141_130738_n1761	1761	1.0	0.0	0.0	0.3922
0374	VLC_EMN_TAF_min10k_sorted_md_k141_159631_n17383	17383	1.0	0.0	0.0	0.5044
0375	VLC_EMN_TAF_min10k_sorted_md_k141_185641_n11637	11637	1.0	0.0	0.0	0.1073
0376	VLC_EMN_TAF_min10k_sorted_md_k141_212259_n3945	3945	1.0	0.0	0.0	0.2156
0377	VLC_EMN_TAF_min10k_sorted_md_k141_213105_n1062	1062	1.0	0.0	0.0	0.6436
0378	VLC_EMN_TAF_min10k_sorted_md_k141_37904_n3512	3512	1.0	0.0	0.0	0.1502
0379	VLC_EMN_TAF_min10k_sorted_md_k141_52348_n2090	2090	1.0	0.0	0.0	0.2564
0380	VLC_EMN_TAF_min10k_sorted_md_k141_83309_n4496	4496	1.0	0.0	0.0	0.1888
0381	VLC_EMN_TAF_min10k_sorted_md_k141_226619_n3435	3435	1.0	0.0	0.0	0.2021
0382	VLC_EMN_TAF_min10k_sorted_md_k141_145931_n4082	4082	1.0	0.0	0.0	0.276
0383	VLC_EMN_TAF_min10k_sorted_md_k141_138167_n12907	12907	1.0	0.0	0.0	0.104
0384	VLC_EMN_TAF_min10k_sorted_md_k141_27080_n1520	1520	1.0	0.0	0.0	0.3769
0385	VLC_EMN_TAF_min10k_sorted_md_k141_85213_n1660	1660	1.0	0.0	0.0	0.2199
0386	VLC_EMN_TAF_min10k_sorted_md_k141_182294_n3480	3480	1.0	0.0	0.0	0.1608
0387	VLC_EMN_TAF_min10k_sorted_md_k141_95498_n3098	3098	1.0	0.0	0.0	0.165
0388	VLC_EMN_TAF_min10k_sorted_md_k141_17868_n4415	4415	1.0	0.0	0.0	0.1665
0389	VLC_EMN_TAF_min10k_sorted_md_k141_82510_n1025	1025	1.0	0.0	0.0	0.4598
0390	VLC_EMN_TAF_min10k_sorted_md_k141_82612_n8673	8673	1.0	0.0	0.0	0.0864
0391	VLC_EMN_TAF_min10k_sorted_md_k141_178406_n4070	4070	1.0	0.0	0.0	0.3071
0392	VLC_EMN_TAF_min10k_sorted_md_k141_23682_n1613	1613	1.0	0.0	0.0	0.1629
0393	VLC_EMN_TAF_min10k_sorted_md_k141_154612_n12435	12435	1.0	0.0	0.0	0.1013
0394	VLC_EMN_TAF_min10k_sorted_md_k141_1822_n4659	4659	1.0	0.0	0.0	0.1804
0395	VLC_EMN_TAF_min10k_sorted_md_k141_19592_n1923	1923	1.0	0.0	0.0	0.19
0396	VLC_EMN_TAF_min10k_sorted_md_k141_55532_n4661	4661	1.0	0.0	0.0	0.179
0397	VLC_EMN_TAF_min10k_sorted_md_k141_11296_n8763	8763	1.0	0.0	0.0	0.0511
0398	VLC_EMN_TAF_min10k_sorted_md_k141_196908_n1826	1826	1.0	0.0	0.0	0.1999
0399	VLC_EMN_TAF_min10k_sorted_md_k141_140072_n3511	3511	1.0	0.0	0.0	0.1904
0400	VLC_EMN_TAF_min10k_sorted_md_k141_4331_n11681	11681	1.0	0.0	0.0	0.1357
0401	VLC_EMN_TAF_min10k_sorted_md_k141_69575_n3951	3951	1.0	0.0	0.0	0.2388
0402	VLC_EMN_TAF_min10k_sorted_md_k141_91692_n2571	2571	1.0	0.0	0.0	0.2201
0403	VLC_EMN_TAF_min10k_sorted_md_k141_46224_n13381	13381	1.0	0.0	0.0	0.1287
0404	VLC_EMN_TAF_min10k_sorted_md_k141_118547_n1183	1183	1.0	0.0	0.0	0.8038
0405	VLC_EMN_TAF_min10k_sorted_md_k141_107436_n12725	12725	1.0	0.0	0.0	0.1655
0406	VLC_EMN_TAF_min10k_sorted_md_k141_111743_n5529	5529	1.0	0.0	0.0	0.0852
0407	VLC_EMN_TAF_min10k_sorted_md_k141_208781_n18810	18810	1.0	0.0	0.0	0.0911
0408	VLC_EMN_TAF_min10k_sorted_md_k141_58922_n6376	6376	1.0	0.0	0.0	0.1094
0409	VLC_EMN_TAF_min10k_sorted_md_k141_80140_n3610	3610	1.0	0.0	0.0	0.215
0410	VLC_EMN_TAF_min10k_sorted_md_k141_68108_n4062	4062	1.0	0.0	0.0	0.1966
0411	VLC_EMN_TAF_min10k_sorted_md_k141_94863_n1627	1627	1.0	0.0	0.0	0.2281
0412	VLC_EMN_TAF_min10k_sorted_md_k141_124755_n5916	5916	1.0	0.0	0.0	0.1735
0413	VLC_EMN_TAF_min10k_sorted_md_k141_10475_n2468	2468	1.0	0.0	0.0	0.0928
0414	VLC_EMN_TAF_min10k_sorted_md_k141_225118_n3554	3554	1.0	0.0	0.0	0.2064
0415	VLC_EMN_TAF_min10k_sorted_md_k141_174318_n4963	4963	1.0	0.0	0.0	0.26
0416	VLC_EMN_TAF_min10k_sorted_md_k141_125379_n19627	19627	1.0	0.0	0.0	0.1386
0417	VLC_EMN_TAF_min10k_sorted_md_k141_27760_n5517	5517	1.0	0.0	0.0	0.1869
0418	VLC_EMN_TAF_min10k_sorted_md_k141_25732_n2151	2151	1.0	0.0	0.0	0.282
0419	VLC_EMN_TAF_min10k_sorted_md_k141_79842_n4159	4159	1.0	0.0	0.0	0.1823
0420	VLC_EMN_TAF_min10k_sorted_md_k141_5023_n4358	4358	1.0	0.0	0.0	0.4141
0421	VLC_EMN_TAF_min10k_sorted_md_k141_214043_n16073	16073	1.0	0.0	0.0	0.0788
0422	VLC_EMN_TAF_min10k_sorted_md_k141_55224_n6939	6939	1.0	0.0	0.0	0.1245
0423	VLC_EMN_TAF_min10k_sorted_md_k141_56259_n7015	7015	1.0	0.0	0.0	0.1401
0424	VLC_EMN_TAF_min10k_sorted_md_k141_197615_n7318	7318	1.0	0.0	0.0	0.1707
0425	VLC_EMN_TAF_min10k_sorted_md_k141_20398_n3450	3450	1.0	0.0	0.0	0.1874
0426	VLC_EMN_TAF_min10k_sorted_md_k141_125802_n4545	4545	1.0	0.0	0.0	0.5725
0427	VLC_EMN_TAF_min10k_sorted_md_k141_174565_n1696	1696	1.0	0.0	0.0	0.5017
0428	VLC_EMN_TAF_min10k_sorted_md_k141_146878_n5630	5630	1.0	0.0	0.0	0.1083
0429	VLC_EMN_TAF_min10k_sorted_md_k141_221634_n2740	2740	1.0	0.0	0.0	0.1361
0430	VLC_EMN_TAF_min10k_sorted_md_k141_19297_n1005	1005	1.0	0.0	0.0	0.8309
0431	VLC_EMN_TAF_min10k_sorted_md_k141_51155_n1559	1559	1.0	0.0	0.0	0.1724
0432	VLC_EMN_TAF_min10k_sorted_md_k141_166928_n2807	2807	1.0	0.0	0.0	0.1694
0433	VLC_EMN_TAF_min10k_sorted_md_k141_206275_n20219	20219	1.0	0.0	0.0	0.1145
0434	VLC_EMN_TAF_min10k_sorted_md_k141_178090_n9097	9097	1.0	0.0	0.0	0.1937
0435	VLC_EMN_TAF_min10k_sorted_md_k141_52206_n1710	1710	1.0	0.0	0.0	0.1714
0436	VLC_EMN_TAF_min10k_sorted_md_k141_67615_n4431	4431	1.0	0.0	0.0	0.1782
0437	VLC_EMN_TAF_min10k_sorted_md_k141_41293_n2700	2700	1.0	0.0	0.0	0.1247
0438	VLC_EMN_TAF_min10k_sorted_md_k141_49492_n3872	3872	1.0	0.0	0.0	0.1789
0439	VLC_EMN_TAF_min10k_sorted_md_k141_47575_n13916	13916	1.0	0.0	0.0	0.0792
0440	VLC_EMN_TAF_min10k_sorted_md_k141_83863_n2019	2019	1.0	0.0	0.0	0.2665
0441	VLC_EMN_TAF_min10k_sorted_md_k141_184472_n1565	1565	1.0	0.0	0.0	0.1754
0442	VLC_EMN_TAF_min10k_sorted_md_k141_81694_n5298	5298	1.0	0.0	0.0	0.1048
0443	VLC_EMN_TAF_min10k_sorted_md_k141_3636_n3228	3228	1.0	0.0	0.0	0.1255
0444	VLC_EMN_TAF_min10k_sorted_md_k141_224570_n5014	5014	1.0	0.0	0.0	0.2226
0445	VLC_EMN_TAF_min10k_sorted_md_k141_60494_n1911	1911	1.0	0.0	0.0	0.1823
0446	VLC_EMN_TAF_min10k_sorted_md_k141_196219_n3326	3326	1.0	0.0	0.0	0.2864
0447	VLC_EMN_TAF_min10k_sorted_md_k141_177137_n4369	4369	1.0	0.0	0.0	0.1457
0448	VLC_EMN_TAF_min10k_sorted_md_k141_209035_n8050	8050	1.0	0.0	0.0	0.0944
0449	VLC_EMN_TAF_min10k_sorted_md_k141_14958_n3302	3302	1.0	0.0	0.0	0.0902
0450	VLC_EMN_TAF_min10k_sorted_md_k141_174607_n5125	5125	1.0	0.0	0.0	0.163
0451	VLC_EMN_TAF_min10k_sorted_md_k141_57933_n1753	1753	1.0	0.0	0.0	0.2085
0452	VLC_EMN_TAF_min10k_sorted_md_k141_150696_n6947	6947	1.0	0.0	0.0	0.2118
0453	VLC_EMN_TAF_min10k_sorted_md_k141_50104_n6086	6086	1.0	0.0	0.0	0.1209
0454	VLC_EMN_TAF_min10k_sorted_md_k141_4987_n3674	3674	1.0	0.0	0.0	0.1165
0455	VLC_EMN_TAF_min10k_sorted_md_k141_216594_n6301	6301	1.0	0.0	0.0	0.1642
0456	VLC_EMN_TAF_min10k_sorted_md_k141_165400_n1064	1064	1.0	0.0	0.0	0.2652
0457	VLC_EMN_TAF_min10k_sorted_md_k141_187002_n3588	3588	1.0	0.0	0.0	0.2502
0458	VLC_EMN_TAF_min10k_sorted_md_k141_215429_n1217	1217	1.0	0.0	0.0	0.4622
0459	VLC_EMN_TAF_min10k_sorted_md_k141_111670_n5332	5332	1.0	0.0	0.0	0.1698
0460	VLC_EMN_TAF_min10k_sorted_md_k141_69359_n1916	1916	1.0	0.0	0.0	0.2094
0461	VLC_EMN_TAF_min10k_sorted_md_k141_217381_n9174	9174	1.0	0.0	0.0	0.1809
0462	VLC_EMN_TAF_min10k_sorted_md_k141_224596_n1974	1974	1.0	0.0	0.0	0.1726
0463	VLC_EMN_TAF_min10k_sorted_md_k141_55813_n2034	2034	1.0	0.0	0.0	0.2052
0464	VLC_EMN_TAF_min10k_sorted_md_k141_75909_n3187	3187	1.0	0.0	0.0	0.196
0465	VLC_EMN_TAF_min10k_sorted_md_k141_102098_n5908	5908	1.0	0.0	0.0	0.2008
0466	VLC_EMN_TAF_min10k_sorted_md_k141_148924_n3381	3381	1.0	0.0	0.0	0.271
0467	VLC_EMN_TAF_min10k_sorted_md_k141_153244_n7999	7999	1.0	0.0	0.0	0.0612
0468	VLC_EMN_TAF_min10k_sorted_md_k141_128690_n6114	6114	1.0	0.0	0.0	0.1232
0469	VLC_EMN_TAF_min10k_sorted_md_k141_189094_n7508	7508	1.0	0.0	0.0	0.1554
0470	VLC_EMN_TAF_min10k_sorted_md_k141_144545_n1383	1383	1.0	0.0	0.0	0.1946
0471	VLC_EMN_TAF_min10k_sorted_md_k141_169892_n1336	1336	1.0	0.0	0.0	0.2603
0472	VLC_EMN_TAF_min10k_sorted_md_k141_128039_n7374	7374	1.0	0.0	0.0	0.2132
0473	VLC_EMN_TAF_min10k_sorted_md_k141_4489_n2751	2751	1.0	0.0	0.0	0.2123
0474	VLC_EMN_TAF_min10k_sorted_md_k141_112907_n1559	1559	1.0	0.0	0.0	0.248
0475	VLC_EMN_TAF_min10k_sorted_md_k141_127157_n1753	1753	1.0	0.0	0.0	0.228
0476	VLC_EMN_TAF_min10k_sorted_md_k141_33207_n1928	1928	1.0	0.0	0.0	0.2298
0477	VLC_EMN_TAF_min10k_sorted_md_k141_225108_n1574	1574	1.0	0.0	0.0	0.2394
0478	VLC_EMN_TAF_min10k_sorted_md_k141_173449_n3713	3713	1.0	0.0	0.0	0.2344
0479	VLC_EMN_TAF_min10k_sorted_md_k141_81580_n2709	2709	1.0	0.0	0.0	0.1728
0480	VLC_EMN_TAF_min10k_sorted_md_k141_214620_n1550	1550	1.0	0.0	0.0	0.2158
0481	VLC_EMN_TAF_min10k_sorted_md_k141_10917_n9882	9882	1.0	0.0	0.0	0.0827
0482	VLC_EMN_TAF_min10k_sorted_md_k141_170092_n1899	1899	1.0	0.0	0.0	0.1925
0483	VLC_EMN_TAF_min10k_sorted_md_k141_49645_n9649	9649	1.0	0.0	0.0	0.2131
0484	VLC_EMN_TAF_min10k_sorted_md_k141_221132_n4965	4965	1.0	0.0	0.0	0.1854
0485	VLC_EMN_TAF_min10k_sorted_md_k141_169793_n1997	1997	1.0	0.0	0.0	0.1528
0486	VLC_EMN_TAF_min10k_sorted_md_k141_221314_n7242	7242	1.0	0.0	0.0	0.1566
0487	VLC_EMN_TAF_min10k_sorted_md_k141_119656_n1945	1945	1.0	0.0	0.0	0.194
0488	VLC_EMN_TAF_min10k_sorted_md_k141_77698_n2891	2891	1.0	0.0	0.0	0.3607
0489	VLC_EMN_TAF_min10k_sorted_md_k141_35788_n6490	6490	1.0	0.0	0.0	0.1838
0490	VLC_EMN_TAF_min10k_sorted_md_k141_68241_n2623	2623	1.0	0.0	0.0	0.1623
0491	VLC_EMN_TAF_min10k_sorted_md_k141_105108_n4294	4294	1.0	0.0	0.0	0.1558
0492	VLC_EMN_TAF_min10k_sorted_md_k141_110409_n1626	1626	1.0	0.0	0.0	0.244
0493	VLC_EMN_TAF_min10k_sorted_md_k141_205852_n3938	3938	1.0	0.0	0.0	0.1723
0494	VLC_EMN_TAF_min10k_sorted_md_k141_52797_n11694	11694	1.0	0.0	0.0	0.0989
0495	VLC_EMN_TAF_min10k_sorted_md_k141_24970_n2104	2104	1.0	0.0	0.0	0.1633
0496	VLC_EMN_TAF_min10k_sorted_md_k141_158447_n1785	1785	1.0	0.0	0.0	0.2079
0497	VLC_EMN_TAF_min10k_sorted_md_k141_145924_n2186	2186	1.0	0.0	0.0	0.2884
