Reference	EMN001	PYK001	TAF017	VLC001
k141_23887	413	0	499	4287
k141_155081	282	0	382	23089
k141_30861	455	0	258	27568
k141_56070	8	0	107	11042
k141_144957	1173	0	0	1
k141_73729	7215	0	59	6649
k141_87534	57	0	68	3904
k141_148027	0	0	0	2440
k141_177261	11	0	0	538
k141_187270	0	0	5	406
k141_56072	3	0	0	1188
k141_205464	136	0	60	2522
k141_179726	3	0	3	1162
k141_194421	4	0	3	3043
k141_16656	18	0	102	2378
k141_115790	5	0	1	1643
k141_198215	50	0	25	3888
k141_98583	513	0	176	3336
k141_27489	187	0	139	2857
k141_177263	35	0	4	1204
k141_48565	10288	0	58	10191
k141_42399	1	0	3	1886
k141_34848	4	0	0	1382
k141_225737	0	0	0	1818
k141_63578	1	0	0	918
k141_70391	44	0	104	2746
k141_212188	919	0	5762	0
k141_169246	1	0	1	282
k141_126910	4575	0	47	4430
k141_144969	4	0	11	1493
k141_134333	0	0	4	865
k141_3261	355	0	189	468
k141_219558	211	0	92	13465
k141_91606	194	0	300	2360
k141_130368	6	0	0	861
k141_98591	17	0	5	855
k141_108865	864	0	1120	0
k141_67145	3	0	3	1294
k141_198222	0	0	0	822
k141_91610	0	0	0	808
k141_21090	24	0	7	2567
k141_84186	82	0	61	9296
k141_208343	0	0	0	4884
k141_169253	1	0	1	2839
k141_222470	279	0	373	2830
k141_212198	53	0	180	3779
k141_73749	24	0	94	4064
k141_134353	1636	0	0	0
k141_112991	2	0	0	610
k141_6229	2	0	0	257
k141_3272	1764	0	10442	0
k141_91622	96	0	19	626
k141_126934	2403	0	27	2524
k141_48585	0	0	0	327
k141_9822	2	0	3	1308
k141_201668	2	0	9	380
k141_21105	59	0	26	2289
k141_191098	60	0	0	4829
k141_126938	40	0	8	815
k141_194436	3	0	0	2276
k141_45709	0	0	2	1116
k141_120060	0	0	0	652
k141_225760	1	0	2	1676
k141_73757	0	0	0	770
k141_30912	0	0	0	292
k141_183831	9236	0	65	8590
k141_205492	14	0	39	7950
k141_58786	0	0	0	1883
k141_87595	3	0	8	437
k141_56145	1211	0	0	0
k141_48598	2	0	2	294
k141_123321	3	0	0	766
k141_155158	62	0	27	1274
k141_134355	4	0	66	2038
k141_219596	14	0	144	2029
k141_6251	1	0	13	552
k141_63640	17	0	19	421
k141_183832	0	0	3	1227
k141_80459	0	0	1	3034
k141_34858	208	0	205	15955
k141_159762	9	0	4	589
k141_187308	1	0	0	627
k141_70440	63	0	69	3079
k141_106181	101	0	13	396
k141_177314	28	0	126	1230
k141_94852	10	0	38	1554
k141_201689	91	0	10	2373
k141_84215	78	0	98	2608
k141_67206	101	0	81	1933
k141_141100	2	0	29	5666
k141_48600	12	0	2	1119
k141_63641	91	0	122	3812
k141_77790	10	0	0	4350
k141_179731	38	0	89	15075
k141_98640	0	0	0	3856
k141_155168	59	0	23	1763
k141_191107	5	0	4	2451
k141_145025	0	0	0	4540
k141_52492	1	0	8	1616
k141_56165	1088	0	6070	0
k141_212231	4	0	1	802
k141_222508	50	0	73	2457
k141_16711	0	0	0	13653
k141_9853	45	0	41	1950
k141_137493	691	0	893	7174
k141_37981	3	0	22	4428
k141_172647	33	0	49	2087
k141_13575	476	0	305	630
k141_3318	2	0	2	879
k141_219614	254	0	134	574
k141_56173	32	0	3	377
k141_151486	1	0	9	321
k141_191108	125	0	164	1622
k141_187334	16	0	36	2455
k141_222511	9	0	0	504
k141_27571	3	0	47	913
k141_126970	0	0	5	818
k141_155179	15	0	14	1270
k141_120105	9	0	16	3592
k141_212238	0	0	0	2715
k141_183870	4	0	8	1024
k141_45754	0	0	3	432
k141_162265	246	0	127	10607
k141_208390	1	0	29	3294
k141_108886	4	0	26	11989
k141_194481	0	0	0	1071
k141_120106	3	0	1	993
k141_67242	121	0	90	4825
k141_130428	41	0	37	5702
k141_205544	2	0	0	1226
k141_77794	0	0	29	5845
k141_6295	1	0	0	1806
k141_123351	0	0	3	464
k141_113067	1	0	24	714
k141_34877	750	0	734	22489
k141_187342	15	0	4	2223
k141_27573	0	0	2	706
k141_102098	3	0	51	5852
k141_134419	996	0	5	1063
k141_141133	4	0	5	3180
k141_94863	3	0	11	1614
k141_23977	103	0	78	8805
k141_98674	1831	0	0	2
k141_108888	34	0	66	2854
k141_6299	87	0	14	423
k141_67245	15	0	23	2914
k141_169334	1	0	5	1333
k141_42567	34	0	0	300
k141_21185	64	0	146	4687
k141_73806	0	0	5	579
k141_23981	0	0	0	575
k141_52516	1000	0	365	2809
k141_148161	1	0	3	681
k141_191116	10	0	67	4546
k141_80501	1	0	0	2072
k141_215351	456	0	305	41219
k141_212259	0	0	54	3893
k141_91692	2	0	3	2565
k141_108897	0	0	0	428
k141_77810	3	0	0	2391
k141_187361	0	0	1	460
k141_134437	1	0	20	737
k141_48610	1	0	1	6840
k141_120130	32	0	24	1750
k141_87655	261	0	210	349
k141_155208	309	0	212	7443
k141_115866	0	0	27	7394
k141_6302	43	0	7	4723
k141_222544	0	0	12	601
k141_172681	1282	0	7832	1
k141_113094	0	0	2	659
k141_84271	10	0	0	774
k141_80508	5	0	0	725
k141_77813	33	0	20	1384
k141_145042	165	0	105	13500
k141_70530	253	0	216	7775
k141_42589	5	0	0	871
k141_45778	0	0	1	1367
k141_137542	0	0	0	428
k141_127013	6	0	0	1975
k141_98688	1	0	1	2432
k141_205570	8	0	22	2718
k141_219678	1185	0	0	2
k141_179788	133	0	205	1511
k141_191136	48	0	7	1121
k141_108909	0	0	0	3958
k141_183896	0	0	0	4396
k141_127021	4	0	6	399
k141_155221	54	0	395	2441
k141_208434	0	0	0	2604
k141_67279	1	0	5	1336
k141_198379	1	0	12	1927
k141_205571	167	0	206	8418
k141_63742	2	0	5	1704
k141_94919	1	0	0	397
k141_134461	15	0	166	2040
k141_102153	2576	0	13	3104
k141_172692	0	0	1	1120
k141_91735	67	0	145	2104
k141_73818	17	0	4	6355
k141_194523	2	0	2	652
k141_115883	108	0	152	4507
k141_80527	0	0	1	1232
k141_141196	0	0	1	456
k141_187388	1	0	8	3836
k141_77840	0	0	5	306
k141_3408	11	0	0	738
k141_84311	7	0	6	845
k141_191158	38	0	5	1240
k141_87682	66	0	153	5023
k141_225861	7	0	4	2759
k141_222562	2843	0	18282	1
k141_201770	0	0	0	11657
k141_177430	14	0	52	2265
k141_94928	7	0	2	589
k141_102158	37	0	26	1803
k141_45817	3	0	0	1223
k141_27630	0	0	9	3440
k141_16797	497	0	330	689
k141_183911	0	0	3	982
k141_134477	23	0	2	933
k141_130475	0	0	40	4689
k141_80534	0	0	19	1574
k141_34951	10	0	1	981
k141_106333	69	0	10	814
k141_155237	116	0	120	3192
k141_222566	0	0	0	2052
k141_113123	0	0	26	4963
k141_151582	76	0	95	2833
k141_177444	0	0	0	310
k141_94939	8	0	7	1372
k141_56259	1	0	0	7021
k141_70560	12	0	10	2322
k141_3425	45	0	1	1037
k141_219730	0	0	1	1245
k141_123420	68	0	86	3367
k141_38093	25	0	6	1891
k141_115888	92	0	0	857
k141_145078	13	0	13	3332
k141_63779	1	0	26	758
k141_80538	3	0	22	3409
k141_106347	7	0	0	1043
k141_165679	1	0	19	1622
k141_201797	30	0	123	5198
k141_169393	6	0	8	3446
k141_130478	107	0	147	5003
k141_73836	202	0	164	1825
k141_137595	1038	0	0	0
k141_34970	123	0	29	1853
k141_183938	20	0	5	856
k141_162352	3	0	19	1340
k141_205604	108	0	59	4835
k141_120224	5	0	0	926
k141_222583	11	0	10	1637
k141_225891	0	0	0	1050
k141_3432	2	0	2	1092
k141_113148	0	0	37	1328
k141_34972	50	0	0	363
k141_151596	3	0	0	757
k141_106358	1233	0	0	1
k141_115895	9	0	9	1675
k141_148162	47	0	140	23284
k141_27661	41	0	27	2539
k141_13646	11058	0	64567	1
k141_177480	111	0	144	1954
k141_172748	861	0	137	2104
k141_225894	0	0	1	762
k141_120239	72	0	95	1609
k141_73843	548	0	194	2359
k141_52628	1	0	0	1048
k141_16833	2	0	0	1064
k141_169401	590	0	434	927
k141_98780	144	0	88	4698
k141_27665	2	0	1	669
k141_134523	101	0	65	2292
k141_91806	9	0	1	799
k141_201798	9	0	22	5499
k141_155279	469	0	332	861
k141_94985	0	0	0	983
k141_130479	29	0	46	6358
k141_183951	5	0	28	1450
k141_187448	4	0	3	2043
k141_205620	17	0	0	1134
k141_102225	0	0	0	397
k141_115911	20	0	38	3283
k141_13648	0	0	19	2938
k141_77900	3	0	20	2852
k141_219749	6	0	32	5935
k141_38139	2	0	19	2222
k141_21305	21	0	74	9895
k141_141252	1	0	8	1125
k141_34984	531	0	427	870
k141_225896	1673	0	9816	0
k141_91807	0	0	3	1110
k141_215429	0	0	2	1218
k141_27670	11	0	2	2331
k141_151612	1	0	42	1920
k141_70607	36	0	0	1794
k141_191225	0	0	0	1032
k141_16839	2297	0	0	0
k141_48726	0	0	4	1751
k141_106387	4	0	0	1725
k141_194590	267	0	248	495
k141_58922	2	0	14	6358
k141_98786	2742	0	32	2798
k141_38145	115	0	14	1211
k141_13649	42	0	11	1710
k141_183961	65	0	1	2245
k141_6469	30	0	2	970
k141_205622	2785	0	0	0
k141_67364	57	0	42	8953
k141_91823	0	0	0	2269
k141_141261	36	0	15	923
k141_34998	57	0	50	1608
k141_84372	3540	0	7	6567
k141_73851	0	0	0	7439
k141_151624	0	0	0	233
k141_165727	8	0	18	1582
k141_115928	0	0	0	492
k141_31054	2	0	12	3005
k141_16845	1	0	1	529
k141_130497	577	0	370	792
k141_87742	21	0	40	4397
k141_3486	0	0	2	1587
k141_179905	55	0	0	355
k141_172786	24	0	22	3301
k141_98797	1	0	1	1467
k141_127157	15	0	1	1733
k141_183983	3	0	0	716
k141_31058	51	0	9	788
k141_52668	2759	0	16759	0
k141_151630	4	0	2	1198
k141_225900	0	0	69	6655
k141_194607	486	0	200	1887
k141_127158	5	0	0	333
k141_24150	58	0	85	4574
k141_208548	8	0	0	239
k141_212290	47	0	126	26217
k141_162412	99	0	341	2237
k141_151633	259	0	0	610
k141_95036	155	0	148	7803
k141_63882	1319	0	7954	0
k141_3505	1731	0	5	1701
k141_120284	329	0	301	7454
k141_48778	38	0	0	335
k141_162414	0	0	0	347
k141_137667	14	0	9	966
k141_27719	1	0	0	1516
k141_113169	1512	0	681	12008
k141_58944	0	0	27	6438
k141_16865	16	0	3	1241
k141_205681	10	0	1	298
k141_77948	1	0	1	2345
k141_120285	0	0	7	351
k141_219803	0	0	239	2829
k141_56376	0	0	0	768
k141_187510	0	0	4	623
k141_67400	0	0	1	784
k141_127167	67	0	0	546
k141_183989	0	0	84	5813
k141_212305	15	0	41	1515
k141_179946	1351	0	0	0
k141_130523	0	0	0	1053
k141_191294	6	0	39	1525
k141_225903	3898	0	0	0
k141_155348	12	0	28	6235
k141_109063	0	0	0	3684
k141_201838	21	0	41	10126
k141_56382	0	0	0	1293
k141_134587	12	0	119	2896
k141_10097	58	0	296	4158
k141_38199	3	0	0	3310
k141_162419	0	0	4	1334
k141_106464	0	0	0	1057
k141_212309	11	0	0	342
k141_45993	35	0	1	2129
k141_151662	23	0	6	3972
k141_95045	99	0	46	4373
k141_67420	2	0	27	773
k141_56387	9	0	9	1316
k141_141312	285	0	400	3220
k141_38200	0	0	1	559
k141_24187	0	0	0	1385
k141_13742	1294	0	0	0
k141_215508	0	0	8	310
k141_208581	47	0	0	374
k141_35079	3085	0	19	2692
k141_70705	59	0	14	320
k141_45999	3	0	32	887
k141_165785	0	0	0	5432
k141_63918	94	0	153	3468
k141_201849	51	0	20	2491
k141_191295	1	0	0	6640
k141_113202	0	0	0	3348
k141_95049	0	0	0	4702
k141_179975	0	0	0	416
k141_13745	0	0	6	2400
k141_222691	0	0	0	570
k141_24193	142	0	100	1305
k141_145231	15	0	3	2137
k141_46007	15	0	43	2238
k141_120303	167	0	98	11350
k141_27760	0	0	0	5511
k141_222692	0	0	9	640
k141_35095	0	0	0	781
k141_56411	0	0	0	1113
k141_91917	2	0	18	820
k141_130555	3	0	1	1021
k141_155392	81	0	75	2539
k141_137708	8	0	15	5430
k141_78003	1	0	1	1925
k141_106477	4117	0	25941	0
k141_127213	1	0	1	1159
k141_52728	1	0	0	2277
k141_191314	13	0	0	277
k141_115969	10	0	22	10799
k141_113213	51	0	0	388
k141_109096	6	0	0	473
k141_172824	234	0	294	2670
k141_98889	51	0	12	332
k141_215532	4	0	30	1174
k141_169532	38	0	0	315
k141_38236	12	0	0	655
k141_148290	3300	0	19933	1
k141_52732	7	0	16	2546
k141_201877	22	0	27	2087
k141_87829	3	0	10	1503
k141_198598	2	0	0	3555
k141_10164	298	0	158	451
k141_27764	6	0	5	4414
k141_225930	0	0	32	7497
k141_123582	2129	0	12795	0
k141_134621	720	0	355	4787
k141_113217	68	0	31	709
k141_48848	0	0	0	284
k141_205762	21	0	6	1074
k141_115974	6	0	6	424
k141_109100	2	0	0	500
k141_212363	0	0	0	461
k141_155414	1	0	0	649
k141_67473	4	0	28	1039
k141_31142	359	0	332	11609
k141_219862	4	0	71	1963
k141_127228	85	0	12	623
k141_130585	282	0	119	439
k141_172833	10	0	6	1248
k141_222715	0	0	5	861
k141_102392	219	0	106	1419
k141_194677	85	0	69	2401
k141_24212	14	0	7	1592
k141_78022	1132	0	0	0
k141_6610	53	0	19	2957
k141_180008	13	0	53	1779
k141_80691	0	0	0	688
k141_84523	15	0	5	1142
k141_120335	296	0	221	409
k141_38250	0	0	9	388
k141_13789	127	0	95	2278
k141_98915	0	0	0	359
k141_106514	4	0	36	2225
k141_134630	1977	0	10	2426
k141_148305	4	0	1	359
k141_80695	21	0	12	342
k141_70773	5	0	1	3741
k141_155424	43	0	21	1980
k141_151716	2	0	22	2842
k141_194678	1713	0	0	0
k141_198629	5	0	7	329
k141_52746	2224	0	0	0
k141_35146	0	0	0	468
k141_225940	4	0	22	1287
k141_187579	0	0	6	2021
k141_191378	6	0	2	899
k141_141370	17	0	9	1423
k141_73959	139	0	117	4621
k141_113228	688	0	433	1194
k141_10193	0	0	0	1680
k141_172844	535	0	285	724
k141_194681	2	0	11	1454
k141_115997	4	0	3	2911
k141_123594	11	0	4	1502
k141_191383	10	0	10	322
k141_35162	8	0	36	1490
k141_70781	0	0	13	3628
k141_151731	1	0	0	517
k141_208652	3127	0	0	0
k141_225952	1	0	17	1311
k141_52763	0	0	0	857
k141_198644	66	0	8	638
k141_180028	2	0	2	2927
k141_219890	627	0	524	16637
k141_56489	1210	0	0	1
k141_109115	3	0	31	6259
k141_148329	0	0	0	570
k141_27813	1412	0	2	0
k141_120364	284	0	210	6719
k141_191387	26	0	3	1472
k141_123603	4	0	0	811
k141_84556	39	0	102	3023
k141_24217	4049	0	26288	1
k141_184122	26	0	1	1356
k141_95121	2356	0	15	2024
k141_59057	4	0	7	2142
k141_80721	57	0	377	3879
k141_92009	2	0	20	1450
k141_46092	4252	0	16	4281
k141_84557	43	0	68	2567
k141_222717	6406	0	164	9133
k141_6652	0	0	0	3492
k141_145333	2	0	0	488
k141_27816	0	0	16	2020
k141_13846	42	0	0	335
k141_162521	1	0	0	4812
k141_70796	1	0	7	514
k141_127264	85	0	78	3817
k141_106533	318	0	447	3642
k141_52775	0	0	0	2615
k141_56499	1	0	2	1151
k141_46095	0	0	2	586
k141_151747	0	0	6	3610
k141_59058	2	0	0	1545
k141_48896	1	0	3	2305
k141_113268	28	0	8	1681
k141_109138	974	0	5602	0
k141_205843	149	0	323	1716
k141_184148	0	0	17	2431
k141_180060	14	0	9	1235
k141_13847	152	0	223	5885
k141_123626	12	0	1	897
k141_222732	1	0	4	359
k141_169624	0	0	21	314
k141_102477	67	0	7	307
k141_134688	3	0	46	1770
k141_27840	2368	0	6	2235
k141_191434	11	0	5	1479
k141_151762	198	0	27	2463
k141_98999	192	0	148	6450
k141_172886	70	0	128	3663
k141_102480	6	0	0	427
k141_46122	10	0	0	1430
k141_205846	37	0	27	3055
k141_134695	159	0	48	1574
k141_24252	262	0	193	6760
k141_222743	20	0	1	1578
k141_16991	0	0	0	13326
k141_145385	0	0	0	2212
k141_27848	5	0	43	1243
k141_6703	0	0	1	414
k141_191437	43	0	165	4891
k141_120438	0	0	0	517
k141_46126	0	0	0	1718
k141_13885	18	0	2	1351
k141_208698	25	0	2	542
k141_180086	303	0	280	615
k141_219970	6	0	1	1686
k141_46131	2	0	3	255
k141_35240	1579	0	9021	0
k141_191443	0	0	4	1578
k141_148399	277	0	26	2747
k141_212483	3	0	0	2245
k141_130687	1	0	0	410
k141_120443	0	0	3	1526
k141_87927	22	0	5	2354
k141_194754	8	0	6	1004
k141_172904	0	0	15	1635
k141_184191	970	0	0	1413
k141_84653	7	0	34	1780
k141_78108	0	0	0	1478
k141_46138	0	0	2	471
k141_48941	96	0	119	1882
k141_134728	16	0	2	721
k141_212488	0	0	1	657
k141_151791	0	0	1	607
k141_80815	5	0	7	425
k141_52797	14	0	71	11559
k141_208706	0	0	6	564
k141_31273	1	0	0	741
k141_215688	7	0	7	2099
k141_205852	1	0	4	3932
k141_113347	0	0	0	258
k141_162587	1	0	2	1715
k141_180095	0	0	0	417
k141_99041	0	0	41	2369
k141_102513	0	0	1	1956
k141_13912	163	0	75	2388
k141_70860	7	0	2	5805
k141_184196	5	0	24	5026
k141_35258	90	0	86	3721
k141_137871	27	0	6	1154
k141_202029	0	0	1	819
k141_78124	3	0	0	777
k141_205858	35	0	0	1543
k141_194765	19	0	15	402
k141_130707	0	0	0	933
k141_123700	11	0	10	1247
k141_56584	61	0	6	1144
k141_127357	153	0	166	4773
k141_46169	15	0	22	2411
k141_48967	0	0	10	2616
k141_226031	4	0	1	1896
k141_74091	2800	0	0	0
k141_191457	3571	0	14	4028
k141_162598	0	0	0	1243
k141_95238	2064	0	17	2029
k141_27899	0	0	0	309
k141_212500	42	0	17	2077
k141_84672	0	0	0	7956
k141_151815	100	0	38	687
k141_99054	413	0	120	1884
k141_102538	17	0	6	1171
k141_202035	0	0	0	1645
k141_35269	15	0	14	3237
k141_38347	6503	0	68	6260
k141_127363	31	0	4	1290
k141_155569	1183	0	492	6575
k141_180131	1	0	0	487
k141_222789	0	0	0	8151
k141_172930	3	0	2	1519
k141_13915	2203	0	8	6685
k141_194780	1	0	3	1534
k141_220022	24	0	0	339
k141_162601	63	0	1	2379
k141_141517	24	0	41	2364
k141_38353	11	0	0	192
k141_95250	4	0	48	1459
k141_52845	26	0	1	874
k141_113390	0	0	2	435
k141_130722	1937	0	0	0
k141_184205	4	0	3	4060
k141_202046	0	0	26	4064
k141_116125	0	0	0	1714
k141_70902	14	0	5	1490
k141_92136	90	0	98	13183
k141_127390	1	0	1	1570
k141_17054	0	0	2	690
k141_212527	12	0	39	1693
k141_35292	349	0	94	1369
k141_169735	245	0	143	5166
k141_222807	0	0	0	503
k141_116127	36	0	0	285
k141_141535	0	0	0	772
k141_27905	8	0	40	11055
k141_99099	0	0	1	1250
k141_10328	23	0	57	12213
k141_191481	593	0	226	4214
k141_24333	34	0	4	1057
k141_151843	169	0	281	2333
k141_59135	2	0	5	3182
k141_56633	52	0	0	322
k141_220044	3	0	9	448
k141_127398	1	0	18	3835
k141_95272	0	0	19	615
k141_198769	59	0	107	20284
k141_165989	8	0	67	1845
k141_187783	2	0	25	1805
k141_202054	3660	0	0	4
k141_84695	172	0	101	13522
k141_215750	115	0	57	4759
k141_99118	7	0	9	574
k141_92166	58	0	108	1819
k141_145511	8	0	3	1075
k141_130738	12	0	13	1741
k141_198771	16	0	13	282
k141_226088	2	0	16	1261
k141_10345	5	0	1	1035
k141_187791	10	0	8	1459
k141_194818	0	0	2	422
k141_134841	113	0	60	1476
k141_215755	4	0	23	2281
k141_80898	1552	0	986	2250
k141_102571	149	0	67	13019
k141_208753	322	0	582	4253
k141_88028	0	0	0	2120
k141_127402	305	0	368	13176
k141_184243	1	0	0	4299
k141_205949	30	0	0	1442
k141_151856	1	0	4	1556
k141_212558	27	0	0	292
k141_13971	16	0	1	1031
k141_180187	32	0	9	730
k141_92186	50	0	29	2061
k141_56668	0	0	0	499
k141_191535	16	0	0	711
k141_6893	221	0	190	1438
k141_148491	48	0	31	3691
k141_155650	104	0	23	611
k141_208755	1707	0	11	1488
k141_38412	3	0	0	4465
k141_130758	0	0	4	326
k141_10359	2	0	25	3411
k141_205962	23	0	96	1619
k141_99144	10	0	10	638
k141_184252	2	0	0	1197
k141_13973	0	0	0	1165
k141_151866	679	0	2	1205
k141_113438	3	0	26	3717
k141_24365	17	0	3	1022
k141_84725	2632	0	0	0
k141_35359	283	0	228	464
k141_127410	150	0	20	1771
k141_74177	1	0	16	1810
k141_92211	0	0	0	2349
k141_59170	3	0	3	741
k141_166023	260	0	214	419
k141_102596	2	0	0	1412
k141_10360	4	0	3	813
k141_120602	11	0	1	1260
k141_56682	1	0	1	1087
k141_173007	80	0	74	3124
k141_194840	109	0	193	1590
k141_49077	0	0	2	539
k141_17120	2	0	1	874
k141_13986	14	0	0	608
k141_169793	13	0	1	1958
k141_151883	0	0	2	457
k141_102606	8	0	3	932
k141_24389	27	0	8	1160
k141_180216	35	0	64	2236
k141_123798	36	0	7	5733
k141_137988	162	0	7	1045
k141_38436	0	0	0	2365
k141_226099	134	0	72	4955
k141_155664	232	0	256	2412
k141_184275	438	0	137	2270
k141_10370	27	0	298	2476
k141_59173	8	0	1	5133
k141_145588	3	0	41	791
k141_173015	850	0	2	2029
k141_113466	4	0	1	984
k141_130782	0	0	0	5338
k141_84765	2	0	11	1382
k141_71028	100	0	1	1559
k141_120624	3	0	50	1032
k141_222867	3	0	2	5078
k141_220113	3	0	23	2780
k141_151892	26	0	5	969
k141_169808	32	0	1	1053
k141_102623	0	0	0	1085
k141_27978	491	0	319	763
k141_148537	288	0	244	428
k141_137998	72	0	74	6689
k141_187849	16	0	36	2538
k141_134898	1	0	1	1704
k141_202125	0	0	0	632
k141_84766	25	0	56	2397
k141_191574	0	0	0	1558
k141_13988	5321	0	25	4799
k141_155695	0	0	3	300
k141_123823	29	0	61	3110
k141_24412	57	0	0	241
k141_49096	1	0	0	5398
k141_208781	3	0	2	18803
k141_141665	7	0	8	3887
k141_99202	2159	0	0	0
k141_109161	717	0	451	64281
k141_80974	3712	0	0	0
k141_71039	237	0	194	6670
k141_202126	1	0	4	1679
k141_116185	4427	0	26564	0
k141_162621	16579	0	94	16085
k141_205968	26	0	74	12976
k141_138005	8	0	3	1315
k141_173031	0	0	0	603
k141_56756	2	0	41	727
k141_134912	384	0	330	11455
k141_88088	10	0	0	5968
k141_145613	2	0	0	925
k141_17134	1326	0	543	6426
k141_116187	11	0	0	760
k141_198844	33	0	52	11203
k141_80985	22	0	0	371
k141_6980	1705	0	0	0
k141_166097	11	0	1	764
k141_130805	7	0	0	1020
k141_120647	6	0	69	2151
k141_212642	3	0	1	743
k141_35413	7	0	2	6685
k141_38451	392	0	363	17071
k141_49114	14	0	19	3471
k141_194893	0	0	0	4767
k141_222874	493	0	435	19549
k141_134922	27	0	17	2451
k141_155717	43	0	76	2075
k141_95393	0	0	5	825
k141_169835	18	0	3	2131
k141_14032	1	0	0	622
k141_202152	6	0	3	940
k141_81002	48	0	3	381
k141_155723	11	0	3	1154
k141_162656	27	0	7	1559
k141_127498	156	0	172	10430
k141_138034	0	0	0	348
k141_14039	98	0	128	6403
k141_166120	0	0	0	373
k141_123857	0	0	9	305
k141_187898	0	0	6	307
k141_95403	0	0	0	4024
k141_222896	3	0	21	1773
k141_151949	1	0	0	311
k141_184345	6	0	9	705
k141_130833	62	0	7	370
k141_215865	150	0	88	4497
k141_202166	0	0	0	910
k141_74275	8	0	26	5095
k141_162663	5	0	18	602
k141_120654	1023	0	341	5420
k141_81010	4402	0	28	2
k141_138038	0	0	0	2200
k141_24417	6	0	7	5151
k141_134948	283	0	2	859
k141_99252	0	0	2	5577
k141_180244	7	0	10	12763
k141_7026	2	0	0	4906
k141_88115	482	0	377	547
k141_28054	0	0	0	325
k141_49147	52	0	13	295
k141_102689	13	0	74	2714
k141_10437	7	0	3	745
k141_198875	53	0	394	4364
k141_191604	15	0	65	11818
k141_17146	4953	0	41	4852
k141_116219	18	0	14	1429
k141_113542	201	0	417	3211
k141_212684	0	0	11	1251
k141_194922	3	0	23	2146
k141_134953	33	0	0	295
k141_191605	0	0	0	398
k141_53025	8	0	36	5396
k141_49152	0	0	1	653
k141_88119	48	0	0	878
k141_187916	7	0	8	345
k141_222915	0	0	4	839
k141_35467	1	0	2	1447
k141_38499	372	0	275	503
k141_184373	1	0	0	648
k141_191608	87	0	18	309
k141_215876	0	0	0	1983
k141_102691	11	0	4	3956
k141_180255	1	0	22	1152
k141_138052	61	0	87	2398
k141_38500	0	0	2	307
k141_81042	0	0	0	985
k141_166151	2822	0	0	0
k141_130852	1555	0	0	1
k141_88125	0	0	0	1184
k141_215885	3	0	0	705
k141_184385	0	0	0	901
k141_123895	0	0	1	2382
k141_212691	8	0	3	4114
k141_10455	1754	0	10958	2
k141_84825	184	0	98	15072
k141_151989	0	0	5	999
k141_191613	33	0	23	2220
k141_184391	66	0	144	4348
k141_49174	80	0	6	1078
k141_99279	0	0	14	1891
k141_169890	85	0	11	1321
k141_127556	22	0	53	2616
k141_202208	0	0	0	605
k141_113569	54	0	60	3608
k141_14111	3	0	3	645
k141_194934	7	0	8	3016
k141_84834	90	0	53	2001
k141_35506	138	0	80	2733
k141_127558	10	0	0	650
k141_81049	1	0	0	5601
k141_180260	0	0	71	5797
k141_59291	0	0	7	1490
k141_184399	15	0	0	913
k141_169892	11	0	52	1275
k141_148679	43	0	39	3328
k141_84835	0	0	0	414
k141_7084	11	0	74	1729
k141_162690	182	0	67	7261
k141_10464	49	0	7	4858
k141_88150	53	0	61	1815
k141_215914	1340	0	0	0
k141_127564	1	0	0	719
k141_180262	0	0	0	2684
k141_152012	11	0	2	1369
k141_155829	0	0	0	552
k141_141813	27	0	9	1353
k141_38533	52	0	103	1735
k141_7099	41	0	0	421
k141_14139	7	0	0	656
k141_127576	7	0	1	771
k141_116282	11	0	15	1812
k141_81072	12	0	120	6186
k141_222956	7	0	2	1086
k141_28099	0	0	0	6707
k141_120748	198	0	157	8159
k141_113608	206	0	12	1923
k141_99306	16	0	34	6506
k141_109231	591	0	670	5341
k141_169924	0	0	0	1838
k141_38540	12	0	6	234
k141_31527	10	0	21	13309
k141_10475	11	0	78	2381
k141_130893	0	0	22	1987
k141_53077	1	0	52	4648
k141_24502	1993	0	11763	1
k141_123952	4	0	17	1833
k141_127595	122	0	94	4382
k141_17166	10	0	68	15922
k141_212734	9	0	74	3505
k141_180295	3	0	126	1657
k141_191705	3	0	5	240
k141_184447	52	0	8	377
k141_173102	145	0	92	8299
k141_38548	0	0	0	1137
k141_202264	365	0	298	588
k141_109249	84	0	180	2807
k141_81082	860	0	461	1098
k141_116303	0	0	2	1077
k141_53083	0	0	9	3218
k141_74384	31	0	62	4981
k141_191718	6	0	49	2356
k141_49241	44	0	0	297
k141_188015	27	0	9	1927
k141_84850	216	0	95	8986
k141_10479	6	0	63	6860
k141_109251	839	0	7	1394
k141_202274	6	0	25	2138
k141_88198	0	0	0	1632
k141_208973	74	0	65	783
k141_191721	1	0	4	407
k141_226266	1	0	24	1959
k141_24533	7	0	1	1790
k141_130915	9	0	17	790
k141_31569	113	0	5	1444
k141_81104	583	0	202	3266
k141_53094	1891	0	0	0
k141_102793	259	0	16	3385
k141_184472	0	0	4	1560
k141_141872	6	0	15	6254
k141_38564	1	0	2	1018
k141_24534	12	0	2	830
k141_109252	4	0	4	1943
k141_127631	2	0	2	739
k141_222988	31	0	36	637
k141_88209	1	0	0	1480
k141_95489	266	0	181	22426
k141_208983	23	0	10	3158
k141_155907	7	0	0	3660
k141_124000	1	0	0	366
k141_99366	80	0	72	1757
k141_191752	71	0	13	364
