SampleID	SampleName	AlignedFrags	Cluster1	Cluster2	Cluster3	Cluster4	ClusterCenterDist	EMN001	PYK001	TAF017	VLC001
0853	VLC_EMN_TAF_min5k_sorted_md_k141_33023_n6359	6359	0.0	1.0	0.0	0.0	0.2692	88	0	46	6225
0854	VLC_EMN_TAF_min5k_sorted_md_k141_123823_n3199	3199	0.0	1.0	0.0	0.0	0.2768	29	0	61	3110
0855	VLC_EMN_TAF_min5k_sorted_md_k141_17146_n9845	9845	0.0	1.0	0.0	0.0	0.5453	4953	0	41	4852
0856	VLC_EMN_TAF_min5k_sorted_md_k141_113883_n1714	1714	0.0	1.0	0.0	0.0	0.2978	17	0	3	1695
0857	VLC_EMN_TAF_min5k_sorted_md_k141_63641_n4021	4021	0.0	1.0	0.0	0.0	0.2654	91	0	122	3812
0858	VLC_EMN_TAF_min5k_sorted_md_k141_225163_n2133	2133	0.0	1.0	0.0	0.0	0.361	193	0	63	1879
0859	VLC_EMN_TAF_min5k_sorted_md_k141_211679_n6004	6004	0.0	1.0	0.0	0.0	0.1292	134	0	152	5718
0860	VLC_EMN_TAF_min5k_sorted_md_k141_62720_n2619	2619	0.0	1.0	0.0	0.0	0.2579	11	0	4	2604
0861	VLC_EMN_TAF_min5k_sorted_md_k141_106333_n893	893	0.0	1.0	0.0	0.0	0.2902	69	0	10	814
0862	VLC_EMN_TAF_min5k_sorted_md_k141_210042_n2446	2446	0.0	1.0	0.0	0.0	0.5687	1201	0	9	1236
0863	VLC_EMN_TAF_min5k_sorted_md_k141_223215_n2512	2512	0.0	1.0	0.0	0.0	0.6032	22	0	299	2191
0864	VLC_EMN_TAF_min5k_sorted_md_k141_188970_n1260	1260	0.0	1.0	0.0	0.0	0.2572	10	0	1	1250
0865	VLC_EMN_TAF_min5k_sorted_md_k141_52385_n1868	1868	0.0	1.0	0.0	0.0	0.204	25	0	20	1823
0866	VLC_EMN_TAF_min5k_sorted_md_k141_138876_n6513	6513	0.0	1.0	0.0	0.0	0.1269	271	0	192	6050
0867	VLC_EMN_TAF_min5k_sorted_md_k141_218567_n1226	1226	0.0	1.0	0.0	0.0	0.4401	116	0	45	1065
0868	VLC_EMN_TAF_min5k_sorted_md_k141_32532_n9337	9337	0.0	1.0	0.0	0.0	0.143	205	0	183	8950
0869	VLC_EMN_TAF_min5k_sorted_md_k141_133611_n6243	6243	0.0	1.0	0.0	0.0	0.558	3087	0	4	3152
0870	VLC_EMN_TAF_min5k_sorted_md_k141_159293_n2055	2055	0.0	1.0	0.0	0.0	0.5357	10	0	275	1771
0871	VLC_EMN_TAF_min5k_sorted_md_k141_93284_n5470	5470	0.0	1.0	0.0	0.0	0.1824	680	0	251	4539
0872	VLC_EMN_TAF_min5k_sorted_md_k141_3672_n2606	2606	0.0	1.0	0.0	0.0	0.3195	21	0	2	2588
0873	VLC_EMN_TAF_min5k_sorted_md_k141_38582_n6583	6583	0.0	1.0	0.0	0.0	0.3375	365	0	583	5636
0874	VLC_EMN_TAF_min5k_sorted_md_k141_2853_n10593	10593	0.0	1.0	0.0	0.0	0.5597	5465	0	43	5085
0875	VLC_EMN_TAF_min5k_sorted_md_k141_179242_n14232	14232	0.0	1.0	0.0	0.0	0.1823	158	0	96	13978
0876	VLC_EMN_TAF_min5k_sorted_md_k141_176467_n1077	1077	0.0	1.0	0.0	0.0	0.392	65	0	54	961
0877	VLC_EMN_TAF_min5k_sorted_md_k141_37475_n33901	33901	0.0	1.0	0.0	0.0	0.2378	73	0	166	33665
0878	VLC_EMN_TAF_min5k_sorted_md_k141_204533_n5335	5335	0.0	1.0	0.0	0.0	0.2325	763	0	338	4236
0879	VLC_EMN_TAF_min5k_sorted_md_k141_81104_n4051	4051	0.0	1.0	0.0	0.0	0.2508	583	0	202	3266
0880	VLC_EMN_TAF_min5k_sorted_md_k141_221620_n1433	1433	0.0	1.0	0.0	0.0	0.4163	0	0	2	1431
0881	VLC_EMN_TAF_min5k_sorted_md_k141_217410_n320	320	0.0	1.0	0.0	0.0	0.3892	39	0	0	281
0882	VLC_EMN_TAF_min5k_sorted_md_k141_183351_n1372	1372	0.0	1.0	0.0	0.0	0.4821	95	0	108	1169
0883	VLC_EMN_TAF_min5k_sorted_md_k141_26703_n10810	10810	0.0	1.0	0.0	0.0	0.1497	363	0	240	10211
0884	VLC_EMN_TAF_min5k_sorted_md_k141_84766_n2476	2476	0.0	1.0	0.0	0.0	0.246	25	0	56	2397
0885	VLC_EMN_TAF_min5k_sorted_md_k141_83670_n10416	10416	0.0	1.0	0.0	0.0	0.1842	311	0	229	9876
0886	VLC_EMN_TAF_min5k_sorted_md_k141_160315_n7687	7687	0.0	1.0	0.0	0.0	0.1623	1000	0	378	6312
0887	VLC_EMN_TAF_min5k_sorted_md_k141_172416_n4855	4855	0.0	1.0	0.0	0.0	0.2553	23	0	35	4797
0888	VLC_EMN_TAF_min5k_sorted_md_k141_189663_n8942	8942	0.0	1.0	0.0	0.0	0.2383	1402	0	536	7004
0889	VLC_EMN_TAF_min5k_sorted_md_k141_38499_n1149	1149	0.0	1.0	0.0	0.0	0.9122	372	0	275	503
0890	VLC_EMN_TAF_min5k_sorted_md_k141_147162_n1708	1708	0.0	1.0	0.0	0.0	0.3373	46	0	9	1657
0891	VLC_EMN_TAF_min5k_sorted_md_k141_27978_n1573	1573	0.0	1.0	0.0	0.0	0.5686	491	0	319	763
0892	VLC_EMN_TAF_min5k_sorted_md_k141_156287_n2097	2097	0.0	1.0	0.0	0.0	0.3195	2	0	2	2093
0893	VLC_EMN_TAF_min5k_sorted_md_k141_128412_n1659	1659	0.0	1.0	0.0	0.0	0.2742	20	0	7	1632
0894	VLC_EMN_TAF_min5k_sorted_md_k141_181226_n2238	2238	0.0	1.0	0.0	0.0	0.3138	0	0	0	2238
0895	VLC_EMN_TAF_min5k_sorted_md_k141_42030_n4312	4312	0.0	1.0	0.0	0.0	0.2447	24	0	37	4252
0896	VLC_EMN_TAF_min5k_sorted_md_k141_25020_n1433	1433	0.0	1.0	0.0	0.0	0.4712	3	0	3	1427
0897	VLC_EMN_TAF_min5k_sorted_md_k141_68894_n4242	4242	0.0	1.0	0.0	0.0	0.168	93	0	82	4071
0898	VLC_EMN_TAF_min5k_sorted_md_k141_18004_n4073	4073	0.0	1.0	0.0	0.0	0.2246	102	0	117	3855
0899	VLC_EMN_TAF_min5k_sorted_md_k141_70902_n1509	1509	0.0	1.0	0.0	0.0	0.3887	14	0	5	1490
0900	VLC_EMN_TAF_min5k_sorted_md_k141_106652_n1066	1066	0.0	1.0	0.0	0.0	0.3965	0	0	0	1066
0901	VLC_EMN_TAF_min5k_sorted_md_k141_67364_n9050	9050	0.0	1.0	0.0	0.0	0.2027	57	0	42	8953
0902	VLC_EMN_TAF_min5k_sorted_md_k141_215351_n41980	41980	0.0	1.0	0.0	0.0	0.1898	456	0	305	41219
0903	VLC_EMN_TAF_min5k_sorted_md_k141_108539_n2883	2883	0.0	1.0	0.0	0.0	0.2448	13	0	4	2867
0904	VLC_EMN_TAF_min5k_sorted_md_k141_77317_n7808	7808	0.0	1.0	0.0	0.0	0.2027	34	0	39	7737
0905	VLC_EMN_TAF_min5k_sorted_md_k141_65226_n1841	1841	0.0	1.0	0.0	0.0	0.3269	1	0	0	1840
0906	VLC_EMN_TAF_min5k_sorted_md_k141_102392_n1743	1743	0.0	1.0	0.0	0.0	0.2849	219	0	106	1419
0907	VLC_EMN_TAF_min5k_sorted_md_k141_2027_n3278	3278	0.0	1.0	0.0	0.0	0.2908	381	0	65	2832
0908	VLC_EMN_TAF_min5k_sorted_md_k141_22553_n3322	3322	0.0	1.0	0.0	0.0	0.1703	467	0	146	2709
0909	VLC_EMN_TAF_min5k_sorted_md_k141_27905_n11102	11102	0.0	1.0	0.0	0.0	0.2452	8	0	40	11055
0910	VLC_EMN_TAF_min5k_sorted_md_k141_114408_n1156	1156	0.0	1.0	0.0	0.0	0.3421	0	0	2	1154
0911	VLC_EMN_TAF_min5k_sorted_md_k141_107025_n1442	1442	0.0	1.0	0.0	0.0	0.2595	219	0	4	1220
0912	VLC_EMN_TAF_min5k_sorted_md_k141_52516_n4174	4174	0.0	1.0	0.0	0.0	0.5554	1000	0	365	2809
0913	VLC_EMN_TAF_min5k_sorted_md_k141_20366_n4529	4529	0.0	1.0	0.0	0.0	0.5791	2379	0	20	2130
0914	VLC_EMN_TAF_min5k_sorted_md_k141_217898_n5723	5723	0.0	1.0	0.0	0.0	0.2083	156	0	177	5396
0915	VLC_EMN_TAF_min5k_sorted_md_k141_114795_n1179	1179	0.0	1.0	0.0	0.0	0.348	37	0	23	1119
0916	VLC_EMN_TAF_min5k_sorted_md_k141_130479_n6433	6433	0.0	1.0	0.0	0.0	0.2509	29	0	46	6358
0917	VLC_EMN_TAF_min5k_sorted_md_k141_153195_n1617	1617	0.0	1.0	0.0	0.0	0.3062	2	0	2	1616
0918	VLC_EMN_TAF_min5k_sorted_md_k141_169334_n1339	1339	0.0	1.0	0.0	0.0	0.5493	1	0	5	1333
0919	VLC_EMN_TAF_min5k_sorted_md_k141_71039_n7097	7097	0.0	1.0	0.0	0.0	0.175	237	0	194	6670
0920	VLC_EMN_TAF_min5k_sorted_md_k141_223343_n1268	1268	0.0	1.0	0.0	0.0	0.4139	0	0	2	1266
0921	VLC_EMN_TAF_min5k_sorted_md_k141_29095_n1245	1245	0.0	1.0	0.0	0.0	0.4862	3	0	2	1240
0922	VLC_EMN_TAF_min5k_sorted_md_k141_113228_n2314	2314	0.0	1.0	0.0	0.0	0.6768	688	0	433	1194
0923	VLC_EMN_TAF_min5k_sorted_md_k141_39489_n2935	2935	0.0	1.0	0.0	0.0	0.2373	0	0	18	2921
0924	VLC_EMN_TAF_min5k_sorted_md_k141_190044_n13555	13555	0.0	1.0	0.0	0.0	0.2371	57	0	74	13425
0925	VLC_EMN_TAF_min5k_sorted_md_k141_217848_n1129	1129	0.0	1.0	0.0	0.0	0.3934	5	0	2	1122
0926	VLC_EMN_TAF_min5k_sorted_md_k141_137426_n2709	2709	0.0	1.0	0.0	0.0	0.2824	5	0	2	2704
0927	VLC_EMN_TAF_min5k_sorted_md_k141_88690_n3841	3841	0.0	1.0	0.0	0.0	0.2282	912	0	64	2865
0928	VLC_EMN_TAF_min5k_sorted_md_k141_109894_n1084	1084	0.0	1.0	0.0	0.0	0.3196	14	0	6	1064
0929	VLC_EMN_TAF_min5k_sorted_md_k141_224481_n2094	2094	0.0	1.0	0.0	0.0	0.2442	24	0	33	2043
0930	VLC_EMN_TAF_min5k_sorted_md_k141_9297_n11232	11232	0.0	1.0	0.0	0.0	0.5611	5905	0	27	5300
0931	VLC_EMN_TAF_min5k_sorted_md_k141_172824_n3198	3198	0.0	1.0	0.0	0.0	0.4064	234	0	294	2670
0932	VLC_EMN_TAF_min5k_sorted_md_k141_25683_n152458	152458	0.0	1.0	0.0	0.0	0.1979	1600	0	1051	149807
0933	VLC_EMN_TAF_min5k_sorted_md_k141_6302_n4772	4772	0.0	1.0	0.0	0.0	0.3538	43	0	7	4723
0934	VLC_EMN_TAF_min5k_sorted_md_k141_134621_n5862	5862	0.0	1.0	0.0	0.0	0.161	720	0	355	4787
0935	VLC_EMN_TAF_min5k_sorted_md_k141_78995_n2018	2018	0.0	1.0	0.0	0.0	0.3814	13	0	9	1996
0936	VLC_EMN_TAF_min5k_sorted_md_k141_191613_n2276	2276	0.0	1.0	0.0	0.0	0.3457	33	0	23	2220
0937	VLC_EMN_TAF_min5k_sorted_md_k141_96827_n9198	9198	0.0	1.0	0.0	0.0	0.2196	88	0	171	8943
0938	VLC_EMN_TAF_min5k_sorted_md_k141_98999_n6787	6787	0.0	1.0	0.0	0.0	0.2643	192	0	148	6450
0939	VLC_EMN_TAF_min5k_sorted_md_k141_137037_n993	993	0.0	1.0	0.0	0.0	0.8823	282	0	237	474
0940	VLC_EMN_TAF_min5k_sorted_md_k141_204363_n8848	8848	0.0	1.0	0.0	0.0	0.1488	198	0	243	8412
0941	VLC_EMN_TAF_min5k_sorted_md_k141_9301_n1872	1872	0.0	1.0	0.0	0.0	0.8617	300	0	590	982
0942	VLC_EMN_TAF_min5k_sorted_md_k141_132526_n10081	10081	0.0	1.0	0.0	0.0	0.5536	5177	0	31	4874
0943	VLC_EMN_TAF_min5k_sorted_md_k141_10577_n3071	3071	0.0	1.0	0.0	0.0	0.4652	47	0	228	2798
0944	VLC_EMN_TAF_min5k_sorted_md_k141_173757_n1519	1519	0.0	1.0	0.0	0.0	0.1848	16	0	8	1495
0945	VLC_EMN_TAF_min5k_sorted_md_k141_164368_n1787	1787	0.0	1.0	0.0	0.0	0.2648	34	0	17	1736
0946	VLC_EMN_TAF_min5k_sorted_md_k141_28454_n3046	3046	0.0	1.0	0.0	0.0	0.6507	1659	0	37	1353
0947	VLC_EMN_TAF_min5k_sorted_md_k141_41190_n15547	15547	0.0	1.0	0.0	0.0	0.0823	693	0	450	14405
0948	VLC_EMN_TAF_min5k_sorted_md_k141_182696_n2819	2819	0.0	1.0	0.0	0.0	0.3444	16	0	2	2803
0949	VLC_EMN_TAF_min5k_sorted_md_k141_111773_n15842	15842	0.0	1.0	0.0	0.0	0.1836	241	0	83	15518
0950	VLC_EMN_TAF_min5k_sorted_md_k141_154921_n1217	1217	0.0	1.0	0.0	0.0	0.5108	0	0	2	1215
0951	VLC_EMN_TAF_min5k_sorted_md_k141_168826_n2862	2862	0.0	1.0	0.0	0.0	0.2802	18	0	1	2844
0952	VLC_EMN_TAF_min5k_sorted_md_k141_214491_n1405	1405	0.0	1.0	0.0	0.0	0.7445	439	0	375	591
0953	VLC_EMN_TAF_min5k_sorted_md_k141_188381_n2122	2122	0.0	1.0	0.0	0.0	0.6943	701	0	510	911
0954	VLC_EMN_TAF_min5k_sorted_md_k141_134948_n1144	1144	0.0	1.0	0.0	0.0	0.395	283	0	2	859
0955	VLC_EMN_TAF_min5k_sorted_md_k141_164550_n12671	12671	0.0	1.0	0.0	0.0	0.3291	909	0	1282	10480
0956	VLC_EMN_TAF_min5k_sorted_md_k141_225464_n16232	16232	0.0	1.0	0.0	0.0	0.1644	451	0	386	15399
0957	VLC_EMN_TAF_min5k_sorted_md_k141_69607_n3103	3103	0.0	1.0	0.0	0.0	0.316	48	0	49	3010
0958	VLC_EMN_TAF_min5k_sorted_md_k141_22326_n10079	10079	0.0	1.0	0.0	0.0	0.2294	177	0	241	9663
0959	VLC_EMN_TAF_min5k_sorted_md_k141_30473_n22968	22968	0.0	1.0	0.0	0.0	0.193	3131	0	1341	18501
0960	VLC_EMN_TAF_min5k_sorted_md_k141_53115_n621	621	0.0	1.0	0.0	0.0	0.4355	102	0	4	515
0961	VLC_EMN_TAF_min5k_sorted_md_k141_225186_n1267	1267	0.0	1.0	0.0	0.0	0.3328	2	0	0	1265
0962	VLC_EMN_TAF_min5k_sorted_md_k141_23702_n1693	1693	0.0	1.0	0.0	0.0	0.4317	11	0	4	1678
0963	VLC_EMN_TAF_min5k_sorted_md_k141_156016_n2136	2136	0.0	1.0	0.0	0.0	0.19	276	0	80	1782
0964	VLC_EMN_TAF_min5k_sorted_md_k141_35258_n3896	3896	0.0	1.0	0.0	0.0	0.2795	90	0	86	3721
0965	VLC_EMN_TAF_min5k_sorted_md_k141_66045_n2400	2400	0.0	1.0	0.0	0.0	0.2427	35	0	13	2352
0966	VLC_EMN_TAF_min5k_sorted_md_k141_185219_n1866	1866	0.0	1.0	0.0	0.0	0.6011	126	0	191	1549
0967	VLC_EMN_TAF_min5k_sorted_md_k141_118407_n1130	1130	0.0	1.0	0.0	0.0	0.7578	405	0	193	534
0968	VLC_EMN_TAF_min5k_sorted_md_k141_216405_n8621	8621	0.0	1.0	0.0	0.0	0.1181	284	0	238	8100
0969	VLC_EMN_TAF_min5k_sorted_md_k141_9822_n1313	1313	0.0	1.0	0.0	0.0	0.3169	2	0	3	1308
0970	VLC_EMN_TAF_min5k_sorted_md_k141_118539_n2192	2192	0.0	1.0	0.0	0.0	0.3683	14	0	143	2035
0971	VLC_EMN_TAF_min5k_sorted_md_k141_34984_n1828	1828	0.0	1.0	0.0	0.0	0.7514	531	0	427	870
0972	VLC_EMN_TAF_min5k_sorted_md_k141_197212_n4559	4559	0.0	1.0	0.0	0.0	0.473	68	0	343	4152
0973	VLC_EMN_TAF_min5k_sorted_md_k141_31142_n12294	12294	0.0	1.0	0.0	0.0	0.1668	359	0	332	11609
0974	VLC_EMN_TAF_min5k_sorted_md_k141_150169_n1721	1721	0.0	1.0	0.0	0.0	0.2776	164	0	75	1482
0975	VLC_EMN_TAF_min5k_sorted_md_k141_195293_n4380	4380	0.0	1.0	0.0	0.0	0.2707	313	0	493	3574
0976	VLC_EMN_TAF_min5k_sorted_md_k141_178923_n3000	3000	0.0	1.0	0.0	0.0	0.5603	1554	0	4	1442
0977	VLC_EMN_TAF_min5k_sorted_md_k141_208983_n3191	3191	0.0	1.0	0.0	0.0	0.3099	23	0	10	3158
0978	VLC_EMN_TAF_min5k_sorted_md_k141_222470_n3482	3482	0.0	1.0	0.0	0.0	0.5072	279	0	373	2830
0979	VLC_EMN_TAF_min5k_sorted_md_k141_10370_n2801	2801	0.0	1.0	0.0	0.0	0.5818	27	0	298	2476
0980	VLC_EMN_TAF_min5k_sorted_md_k141_60444_n5821	5821	0.0	1.0	0.0	0.0	0.2057	864	0	328	4631
0981	VLC_EMN_TAF_min5k_sorted_md_k141_176797_n1717	1717	0.0	1.0	0.0	0.0	0.3717	6	0	2	1710
0982	VLC_EMN_TAF_min5k_sorted_md_k141_127975_n29542	29542	0.0	1.0	0.0	0.0	0.1816	3019	0	994	25530
0983	VLC_EMN_TAF_min5k_sorted_md_k141_38145_n1340	1340	0.0	1.0	0.0	0.0	0.3123	115	0	14	1211
0984	VLC_EMN_TAF_min5k_sorted_md_k141_163326_n2534	2534	0.0	1.0	0.0	0.0	0.2809	8	0	5	2522
0985	VLC_EMN_TAF_min5k_sorted_md_k141_199124_n7016	7016	0.0	1.0	0.0	0.0	0.6082	3741	0	30	3247
0986	VLC_EMN_TAF_min5k_sorted_md_k141_62716_n2157	2157	0.0	1.0	0.0	0.0	0.2254	14	0	1	2142
0987	VLC_EMN_TAF_min5k_sorted_md_k141_84557_n2678	2678	0.0	1.0	0.0	0.0	0.2864	43	0	68	2567
0988	VLC_EMN_TAF_min5k_sorted_md_k141_62561_n5294	5294	0.0	1.0	0.0	0.0	0.1572	181	0	157	4960
0989	VLC_EMN_TAF_min5k_sorted_md_k141_17635_n2877	2877	0.0	1.0	0.0	0.0	0.2287	434	0	138	2308
0990	VLC_EMN_TAF_min5k_sorted_md_k141_126281_n1969	1969	0.0	1.0	0.0	0.0	0.5333	154	0	274	1541
0991	VLC_EMN_TAF_min5k_sorted_md_k141_187791_n1477	1477	0.0	1.0	0.0	0.0	0.2382	10	0	8	1459
0992	VLC_EMN_TAF_min5k_sorted_md_k141_200421_n6020	6020	0.0	1.0	0.0	0.0	0.2438	978	0	289	4756
0993	VLC_EMN_TAF_min5k_sorted_md_k141_116723_n1677	1677	0.0	1.0	0.0	0.0	0.2625	21	0	9	1648
0994	VLC_EMN_TAF_min5k_sorted_md_k141_127556_n2688	2688	0.0	1.0	0.0	0.0	0.2506	22	0	53	2616
0995	VLC_EMN_TAF_min5k_sorted_md_k141_23165_n1847	1847	0.0	1.0	0.0	0.0	0.3125	3	0	1	1843
0996	VLC_EMN_TAF_min5k_sorted_md_k141_201530_n5526	5526	0.0	1.0	0.0	0.0	0.1414	177	0	164	5187
0997	VLC_EMN_TAF_min5k_sorted_md_k141_48565_n20534	20534	0.0	1.0	0.0	0.0	0.5352	10288	0	58	10191
0998	VLC_EMN_TAF_min5k_sorted_md_k141_54649_n2033	2033	0.0	1.0	0.0	0.0	0.3081	31	0	13	1990
0999	VLC_EMN_TAF_min5k_sorted_md_k141_66313_n4903	4903	0.0	1.0	0.0	0.0	0.342	319	0	639	3945
1000	VLC_EMN_TAF_min5k_sorted_md_k141_98780_n4929	4929	0.0	1.0	0.0	0.0	0.3099	144	0	88	4698
1001	VLC_EMN_TAF_min5k_sorted_md_k141_97315_n1729	1729	0.0	1.0	0.0	0.0	0.344	15	0	2	1713
1002	VLC_EMN_TAF_min5k_sorted_md_k141_153758_n1124	1124	0.0	1.0	0.0	0.0	0.427	0	0	2	1123
1003	VLC_EMN_TAF_min5k_sorted_md_k141_29446_n825	825	0.0	1.0	0.0	0.0	0.7405	312	0	135	378
1004	VLC_EMN_TAF_min5k_sorted_md_k141_22362_n1781	1781	0.0	1.0	0.0	0.0	0.593	79	0	198	1505
1005	VLC_EMN_TAF_min5k_sorted_md_k141_133031_n9027	9027	0.0	1.0	0.0	0.0	0.2302	180	0	177	8674
1006	VLC_EMN_TAF_min5k_sorted_md_k141_147760_n1116	1116	0.0	1.0	0.0	0.0	0.5039	8	0	11	1097
1007	VLC_EMN_TAF_min5k_sorted_md_k141_129660_n10639	10639	0.0	1.0	0.0	0.0	0.5392	5410	0	24	5205
1008	VLC_EMN_TAF_min5k_sorted_md_k141_9055_n1534	1534	0.0	1.0	0.0	0.0	0.3142	1	0	0	1534
1009	VLC_EMN_TAF_min5k_sorted_md_k141_175342_n5219	5219	0.0	1.0	0.0	0.0	0.5534	2644	0	11	2565
1010	VLC_EMN_TAF_min5k_sorted_md_k141_160136_n1044	1044	0.0	1.0	0.0	0.0	0.3301	2	0	1	1041
1011	VLC_EMN_TAF_min5k_sorted_md_k141_23001_n1459	1459	0.0	1.0	0.0	0.0	0.3735	28	0	0	1431
1012	VLC_EMN_TAF_min5k_sorted_md_k141_202264_n1251	1251	0.0	1.0	0.0	0.0	0.7685	365	0	298	588
1013	VLC_EMN_TAF_min5k_sorted_md_k141_65335_n1481	1481	0.0	1.0	0.0	0.0	0.3796	0	0	4	1477
1014	VLC_EMN_TAF_min5k_sorted_md_k141_73596_n3180	3180	0.0	1.0	0.0	0.0	0.29	24	0	14	3142
1015	VLC_EMN_TAF_min5k_sorted_md_k141_111768_n3397	3397	0.0	1.0	0.0	0.0	0.4157	22	0	420	2955
1016	VLC_EMN_TAF_min5k_sorted_md_k141_156706_n4384	4384	0.0	1.0	0.0	0.0	0.182	89	0	136	4159
1017	VLC_EMN_TAF_min5k_sorted_md_k141_143894_n3978	3978	0.0	1.0	0.0	0.0	0.2154	445	0	177	3356
1018	VLC_EMN_TAF_min5k_sorted_md_k141_102571_n13235	13235	0.0	1.0	0.0	0.0	0.2158	149	0	67	13019
1019	VLC_EMN_TAF_min5k_sorted_md_k141_133084_n20691	20691	0.0	1.0	0.0	0.0	0.2114	2823	0	1180	16690
1020	VLC_EMN_TAF_min5k_sorted_md_k141_192168_n3198	3198	0.0	1.0	0.0	0.0	0.4744	64	0	239	2895
1021	VLC_EMN_TAF_min5k_sorted_md_k141_86254_n3905	3905	0.0	1.0	0.0	0.0	0.5268	2031	0	15	1859
1022	VLC_EMN_TAF_min5k_sorted_md_k141_94852_n1602	1602	0.0	1.0	0.0	0.0	0.231	10	0	38	1554
1023	VLC_EMN_TAF_min5k_sorted_md_k141_54892_n3274	3274	0.0	1.0	0.0	0.0	0.4909	373	0	361	2541
1024	VLC_EMN_TAF_min5k_sorted_md_k141_158129_n1214	1214	0.0	1.0	0.0	0.0	0.6683	2	0	5	1207
1025	VLC_EMN_TAF_min5k_sorted_md_k141_55436_n3341	3341	0.0	1.0	0.0	0.0	0.1887	26	0	53	3262
1026	VLC_EMN_TAF_min5k_sorted_md_k141_107036_n4221	4221	0.0	1.0	0.0	0.0	0.2694	624	0	237	3360
1027	VLC_EMN_TAF_min5k_sorted_md_k141_204810_n1123	1123	0.0	1.0	0.0	0.0	0.5022	0	0	4	1120
1028	VLC_EMN_TAF_min5k_sorted_md_k141_155279_n1662	1662	0.0	1.0	0.0	0.0	0.6587	469	0	332	861
1029	VLC_EMN_TAF_min5k_sorted_md_k141_146396_n1025	1025	0.0	1.0	0.0	0.0	0.4378	3	0	2	1021
1030	VLC_EMN_TAF_min5k_sorted_md_k141_38711_n1284	1284	0.0	1.0	0.0	0.0	0.3392	0	0	3	1281
1031	VLC_EMN_TAF_min5k_sorted_md_k141_153262_n9805	9805	0.0	1.0	0.0	0.0	0.5675	5150	0	42	4613
1032	VLC_EMN_TAF_min5k_sorted_md_k141_181598_n5379	5379	0.0	1.0	0.0	0.0	0.2296	40	0	8	5331
1033	VLC_EMN_TAF_min5k_sorted_md_k141_54668_n1452	1452	0.0	1.0	0.0	0.0	0.3763	12	0	0	1441
1034	VLC_EMN_TAF_min5k_sorted_md_k141_219970_n1693	1693	0.0	1.0	0.0	0.0	0.4225	6	0	1	1686
1035	VLC_EMN_TAF_min5k_sorted_md_k141_134922_n2492	2492	0.0	1.0	0.0	0.0	0.3087	27	0	17	2451
1036	VLC_EMN_TAF_min5k_sorted_md_k141_117923_n1768	1768	0.0	1.0	0.0	0.0	0.3888	371	0	165	1232
1037	VLC_EMN_TAF_min5k_sorted_md_k141_54393_n8291	8291	0.0	1.0	0.0	0.0	0.1776	352	0	400	7541
1038	VLC_EMN_TAF_min5k_sorted_md_k141_222717_n15703	15703	0.0	1.0	0.0	0.0	0.5082	6406	0	164	9133
1039	VLC_EMN_TAF_min5k_sorted_md_k141_179430_n4116	4116	0.0	1.0	0.0	0.0	0.3258	38	0	5	4073
1040	VLC_EMN_TAF_min5k_sorted_md_k141_152494_n16886	16886	0.0	1.0	0.0	0.0	0.2082	133	0	110	16643
1041	VLC_EMN_TAF_min5k_sorted_md_k141_32502_n2626	2626	0.0	1.0	0.0	0.0	0.2489	8	0	4	2614
1042	VLC_EMN_TAF_min5k_sorted_md_k141_47893_n2395	2395	0.0	1.0	0.0	0.0	0.263	8	0	8	2386
1043	VLC_EMN_TAF_min5k_sorted_md_k141_31868_n1017	1017	0.0	1.0	0.0	0.0	0.9764	359	0	245	413
1044	VLC_EMN_TAF_min5k_sorted_md_k141_171749_n1752	1752	0.0	1.0	0.0	0.0	0.3646	284	0	109	1363
1045	VLC_EMN_TAF_min5k_sorted_md_k141_10464_n4914	4914	0.0	1.0	0.0	0.0	0.2291	49	0	7	4858
1046	VLC_EMN_TAF_min5k_sorted_md_k141_197603_n3580	3580	0.0	1.0	0.0	0.0	0.252	36	0	4	3540
1047	VLC_EMN_TAF_min5k_sorted_md_k141_187448_n2050	2050	0.0	1.0	0.0	0.0	0.424	4	0	3	2043
1048	VLC_EMN_TAF_min5k_sorted_md_k141_41702_n1445	1445	0.0	1.0	0.0	0.0	0.3149	22	0	8	1415
1049	VLC_EMN_TAF_min5k_sorted_md_k141_213896_n1379	1379	0.0	1.0	0.0	0.0	0.7231	413	0	267	701
1050	VLC_EMN_TAF_min5k_sorted_md_k141_214006_n11966	11966	0.0	1.0	0.0	0.0	0.1133	296	0	316	11354
1051	VLC_EMN_TAF_min5k_sorted_md_k141_33252_n4718	4718	0.0	1.0	0.0	0.0	0.2	539	0	173	4008
1052	VLC_EMN_TAF_min5k_sorted_md_k141_45160_n1107	1107	0.0	1.0	0.0	0.0	0.4983	0	0	1	1107
1053	VLC_EMN_TAF_min5k_sorted_md_k141_57543_n6210	6210	0.0	1.0	0.0	0.0	0.2393	82	0	89	6039
1054	VLC_EMN_TAF_min5k_sorted_md_k141_16797_n1516	1516	0.0	1.0	0.0	0.0	0.7931	497	0	330	689
1055	VLC_EMN_TAF_min5k_sorted_md_k141_205846_n3114	3114	0.0	1.0	0.0	0.0	0.3448	37	0	27	3055
1056	VLC_EMN_TAF_min5k_sorted_md_k141_114845_n2362	2362	0.0	1.0	0.0	0.0	0.3241	6	0	3	2353
1057	VLC_EMN_TAF_min5k_sorted_md_k141_203328_n1165	1165	0.0	1.0	0.0	0.0	0.3913	17	0	2	1147
