SampleID	SampleName	AlignedFrags	Cluster1	Cluster2	Cluster3	Cluster4	Cluster5	Cluster6	ClusterCenterDist
0120	VLC_EMN_TAF_min10k_sorted_md_k141_193875_n3112	3112	1.0	0.0	0.0	0.0	0.0	0.0	0.3064
0121	VLC_EMN_TAF_min10k_sorted_md_k141_183031_n1053	1053	1.0	0.0	0.0	0.0	0.0	0.0	0.5932
0122	VLC_EMN_TAF_min10k_sorted_md_k141_52382_n6928	6928	1.0	0.0	0.0	0.0	0.0	0.0	0.4703
0123	VLC_EMN_TAF_min10k_sorted_md_k141_92398_n12814	12814	1.0	0.0	0.0	0.0	0.0	0.0	0.1999
0124	VLC_EMN_TAF_min10k_sorted_md_k141_174565_n1696	1696	1.0	0.0	0.0	0.0	0.0	0.0	0.6429
0125	VLC_EMN_TAF_min10k_sorted_md_k141_73749_n4212	4212	0.9999	0.0	0.0	0.0	0.0001	0.0	0.6004
0126	VLC_EMN_TAF_min10k_sorted_md_k141_124342_n1342	1342	0.9997	0.0	0.0	0.0	0.0003	0.0	0.6175
0127	VLC_EMN_TAF_min10k_sorted_md_k141_140848_n2748	2748	0.9996	0.0	0.0	0.0	0.0004	0.0	0.4071
0128	VLC_EMN_TAF_min10k_sorted_md_k141_87265_n1547	1547	0.9994	0.0	0.0	0.0	0.0006	0.0	0.667
0129	VLC_EMN_TAF_min10k_sorted_md_k141_31637_n1202	1202	0.9991	0.0	0.0	0.0	0.0009	0.0	0.3349
0130	VLC_EMN_TAF_min10k_sorted_md_k141_210193_n2080	2080	0.9988	0.0	0.0	0.0	0.0012	0.0	0.3572
0131	VLC_EMN_TAF_min10k_sorted_md_k141_60021_n8692	8692	0.9984	0.0	0.0	0.0	0.0016	0.0	0.3053
0132	VLC_EMN_TAF_min10k_sorted_md_k141_5354_n1313	1313	0.9974	0.0	0.0	0.0	0.0026	0.0	0.3413
0133	VLC_EMN_TAF_min10k_sorted_md_k141_17249_n1630	1630	0.9954	0.0	0.0	0.0	0.0046	0.0	0.7131
0134	VLC_EMN_TAF_min10k_sorted_md_k141_196219_n3326	3326	0.9948	0.0	0.0	0.0	0.0052	0.0	0.411
0135	VLC_EMN_TAF_min10k_sorted_md_k141_183648_n4016	4016	0.9945	0.0	0.0	0.0	0.0055	0.0	0.3345
0136	VLC_EMN_TAF_min10k_sorted_md_k141_145924_n2186	2186	0.9873	0.0	0.0	0.0	0.0127	0.0	0.4451
0137	VLC_EMN_TAF_min10k_sorted_md_k141_24834_n3085	3085	0.986	0.0	0.0	0.0	0.014	0.0	0.3407
0138	VLC_EMN_TAF_min10k_sorted_md_k141_187579_n2027	2027	0.973	0.0	0.0	0.0	0.027	0.0	0.4243
0139	VLC_EMN_TAF_min10k_sorted_md_k141_79944_n2126	2126	0.9723	0.0	0.0	0.0	0.0277	0.0	0.4031
0140	VLC_EMN_TAF_min10k_sorted_md_k141_43893_n2794	2794	0.971	0.0	0.0	0.0	0.029	0.0	0.4496
0141	VLC_EMN_TAF_min10k_sorted_md_k141_111990_n3502	3502	0.9678	0.0	0.0	0.0	0.0322	0.0	0.4862
0142	VLC_EMN_TAF_min10k_sorted_md_k141_183304_n3226	3226	0.9545	0.0	0.0	0.0	0.0455	0.0	0.3595
0143	VLC_EMN_TAF_min10k_sorted_md_k141_22544_n1722	1722	0.9347	0.0	0.0	0.0	0.0653	0.0	0.5489
0144	VLC_EMN_TAF_min10k_sorted_md_k141_224095_n4341	4341	0.9243	0.0	0.0	0.0	0.0757	0.0	0.3234
0145	VLC_EMN_TAF_min10k_sorted_md_k141_76461_n3667	3667	0.9148	0.0	0.0	0.0	0.0852	0.0	0.5758
0146	VLC_EMN_TAF_min10k_sorted_md_k141_204312_n2358	2358	0.9115	0.0	0.0	0.0	0.0885	0.0	0.3726
0147	VLC_EMN_TAF_min10k_sorted_md_k141_128039_n7374	7374	0.9114	0.0	0.0	0.0	0.0886	0.0	0.2268
0148	VLC_EMN_TAF_min10k_sorted_md_k141_9396_n3505	3505	0.9099	0.0	0.0	0.0	0.0901	0.0	0.4097
0149	VLC_EMN_TAF_min10k_sorted_md_k141_43939_n2252	2252	0.8918	0.0	0.0	0.0	0.1082	0.0	0.509
0150	VLC_EMN_TAF_min10k_sorted_md_k141_218987_n2492	2492	0.8782	0.0	0.0	0.0	0.1218	0.0	0.4235
0151	VLC_EMN_TAF_min10k_sorted_md_k141_149460_n5135	5135	0.8607	0.0	0.0	0.0	0.1393	0.0	0.4115
0152	VLC_EMN_TAF_min10k_sorted_md_k141_94863_n1627	1627	0.8122	0.0	0.0	0.0	0.1878	0.0	0.3311
0153	VLC_EMN_TAF_min10k_sorted_md_k141_80538_n3434	3434	0.7527	0.0	0.0	0.0	0.2473	0.0	0.316
0154	VLC_EMN_TAF_min10k_sorted_md_k141_105202_n1302	1302	0.7414	0.0	0.0	0.0	0.2586	0.0	0.3515
0155	VLC_EMN_TAF_min10k_sorted_md_k141_125542_n4869	4869	0.7165	0.0	0.0	0.0	0.2835	0.0	0.4805
0156	VLC_EMN_TAF_min10k_sorted_md_k141_116661_n4782	4782	0.712	0.0	0.0	0.0	0.288	0.0	0.4448
0157	VLC_EMN_TAF_min10k_sorted_md_k141_225108_n1574	1574	0.7063	0.0	0.0	0.0	0.2937	0.0	0.3936
0158	VLC_EMN_TAF_min10k_sorted_md_k141_25732_n2151	2151	0.6859	0.0	0.0	0.0	0.3141	0.0	0.5274
0159	VLC_EMN_TAF_min10k_sorted_md_k141_172493_n7601	7601	0.6098	0.0	0.0	0.0	0.3902	0.0	0.3037
0160	VLC_EMN_TAF_min10k_sorted_md_k141_155081_n23754	23754	0.0	1.0	0.0	0.0	0.0	0.0	0.3343
0161	VLC_EMN_TAF_min10k_sorted_md_k141_191807_n9899	9899	0.0	1.0	0.0	0.0	0.0	0.0	0.4108
0162	VLC_EMN_TAF_min10k_sorted_md_k141_154859_n15912	15912	0.0	1.0	0.0	0.0	0.0	0.0	0.2847
0163	VLC_EMN_TAF_min10k_sorted_md_k141_179731_n15206	15206	0.0	1.0	0.0	0.0	0.0	0.0	0.2772
0164	VLC_EMN_TAF_min10k_sorted_md_k141_57307_n15259	15259	0.0	1.0	0.0	0.0	0.0	0.0	0.2375
0165	VLC_EMN_TAF_min10k_sorted_md_k141_157386_n26577	26577	0.0	1.0	0.0	0.0	0.0	0.0	0.2406
0166	VLC_EMN_TAF_min10k_sorted_md_k141_159875_n15343	15343	0.0	1.0	0.0	0.0	0.0	0.0	0.2251
0167	VLC_EMN_TAF_min10k_sorted_md_k141_156906_n7863	7863	0.0	1.0	0.0	0.0	0.0	0.0	0.1928
0168	VLC_EMN_TAF_min10k_sorted_md_k141_148162_n23468	23468	0.0	1.0	0.0	0.0	0.0	0.0	0.2338
0169	VLC_EMN_TAF_min10k_sorted_md_k141_46860_n6948	6948	0.0	1.0	0.0	0.0	0.0	0.0	0.5229
0170	VLC_EMN_TAF_min10k_sorted_md_k141_6004_n6682	6682	0.0	1.0	0.0	0.0	0.0	0.0	0.4967
0171	VLC_EMN_TAF_min10k_sorted_md_k141_37475_n33904	33904	0.0	1.0	0.0	0.0	0.0	0.0	0.3213
0172	VLC_EMN_TAF_min10k_sorted_md_k141_226884_n14891	14891	0.0	1.0	0.0	0.0	0.0	0.0	0.1988
0173	VLC_EMN_TAF_min10k_sorted_md_k141_81774_n33930	33930	0.0	1.0	0.0	0.0	0.0	0.0	0.1843
0174	VLC_EMN_TAF_min10k_sorted_md_k141_82256_n41023	41023	0.0	1.0	0.0	0.0	0.0	0.0	0.3436
0175	VLC_EMN_TAF_min10k_sorted_md_k141_28183_n11172	11172	0.0	1.0	0.0	0.0	0.0	0.0	0.3458
0176	VLC_EMN_TAF_min10k_sorted_md_k141_198769_n20455	20455	0.0	1.0	0.0	0.0	0.0	0.0	0.3341
0177	VLC_EMN_TAF_min10k_sorted_md_k141_139667_n33866	33866	0.0	1.0	0.0	0.0	0.0	0.0	0.309
0178	VLC_EMN_TAF_min10k_sorted_md_k141_58253_n19060	19060	0.0	1.0	0.0	0.0	0.0	0.0	0.204
0179	VLC_EMN_TAF_min10k_sorted_md_k141_85419_n42975	42975	0.0	1.0	0.0	0.0	0.0	0.0	0.2975
0180	VLC_EMN_TAF_min10k_sorted_md_k141_199364_n9484	9484	0.0	1.0	0.0	0.0	0.0	0.0	0.3901
0181	VLC_EMN_TAF_min10k_sorted_md_k141_190044_n13564	13564	0.0	1.0	0.0	0.0	0.0	0.0	0.3442
0182	VLC_EMN_TAF_min10k_sorted_md_k141_21305_n9990	9990	0.0	1.0	0.0	0.0	0.0	0.0	0.3879
0183	VLC_EMN_TAF_min10k_sorted_md_k141_179319_n58295	58295	0.0	1.0	0.0	0.0	0.0	0.0	0.335
0184	VLC_EMN_TAF_min10k_sorted_md_k141_67364_n9065	9065	0.0	1.0	0.0	0.0	0.0	0.0	0.3147
0185	VLC_EMN_TAF_min10k_sorted_md_k141_162039_n8771	8771	0.0	1.0	0.0	0.0	0.0	0.0	0.3158
0186	VLC_EMN_TAF_min10k_sorted_md_k141_64934_n10206	10206	0.0	1.0	0.0	0.0	0.0	0.0	0.3318
0187	VLC_EMN_TAF_min10k_sorted_md_k141_206184_n10036	10036	0.0	1.0	0.0	0.0	0.0	0.0	0.4517
0188	VLC_EMN_TAF_min10k_sorted_md_k141_179242_n14236	14236	0.0	1.0	0.0	0.0	0.0	0.0	0.2321
0189	VLC_EMN_TAF_min10k_sorted_md_k141_83323_n11753	11753	0.0	1.0	0.0	0.0	0.0	0.0	0.4701
0190	VLC_EMN_TAF_min10k_sorted_md_k141_60303_n23884	23884	0.0	1.0	0.0	0.0	0.0	0.0	0.2525
0191	VLC_EMN_TAF_min10k_sorted_md_k141_77317_n7809	7809	0.0	1.0	0.0	0.0	0.0	0.0	0.3099
0192	VLC_EMN_TAF_min10k_sorted_md_k141_34858_n16434	16434	0.0	1.0	0.0	0.0	0.0	0.0	0.3221
0193	VLC_EMN_TAF_min10k_sorted_md_k141_109388_n14610	14610	0.0	1.0	0.0	0.0	0.0	0.0	0.3524
0194	VLC_EMN_TAF_min10k_sorted_md_k141_169235_n33628	33628	0.0	1.0	0.0	0.0	0.0	0.0	0.2267
0195	VLC_EMN_TAF_min10k_sorted_md_k141_145042_n13769	13769	0.0	1.0	0.0	0.0	0.0	0.0	0.2864
0196	VLC_EMN_TAF_min10k_sorted_md_k141_111773_n15867	15867	0.0	1.0	0.0	0.0	0.0	0.0	0.3055
0197	VLC_EMN_TAF_min10k_sorted_md_k141_114359_n62751	62751	0.0	1.0	0.0	0.0	0.0	0.0	0.1593
0198	VLC_EMN_TAF_min10k_sorted_md_k141_147814_n7990	7990	0.0	1.0	0.0	0.0	0.0	0.0	0.4467
0199	VLC_EMN_TAF_min10k_sorted_md_k141_147733_n57531	57531	0.0	1.0	0.0	0.0	0.0	0.0	0.1847
0200	VLC_EMN_TAF_min10k_sorted_md_k141_120303_n11622	11622	0.0	1.0	0.0	0.0	0.0	0.0	0.3533
0201	VLC_EMN_TAF_min10k_sorted_md_k141_40554_n13085	13085	0.0	1.0	0.0	0.0	0.0	0.0	0.4502
0202	VLC_EMN_TAF_min10k_sorted_md_k141_68744_n8377	8377	0.0	1.0	0.0	0.0	0.0	0.0	0.502
0203	VLC_EMN_TAF_min10k_sorted_md_k141_146708_n15030	15030	0.0	1.0	0.0	0.0	0.0	0.0	0.2613
0204	VLC_EMN_TAF_min10k_sorted_md_k141_157971_n6285	6285	0.0	1.0	0.0	0.0	0.0	0.0	0.3967
