SampleID	SampleName	AlignedFrags	Cluster1	Cluster2	Cluster3	Cluster4	Cluster5	Cluster6	ClusterCenterDist
0205	VLC_EMN_TAF_min10k_sorted_md_k141_101853_n41637	41637	0.0	1.0	0.0	0.0	0.0	0.0	0.3566
0206	VLC_EMN_TAF_min10k_sorted_md_k141_100304_n8190	8190	0.0	1.0	0.0	0.0	0.0	0.0	0.3618
0207	VLC_EMN_TAF_min10k_sorted_md_k141_171620_n29589	29589	0.0	1.0	0.0	0.0	0.0	0.0	0.224
0208	VLC_EMN_TAF_min10k_sorted_md_k141_165214_n110973	110973	0.0	1.0	0.0	0.0	0.0	0.0	0.222
0209	VLC_EMN_TAF_min10k_sorted_md_k141_126514_n9531	9531	0.0	1.0	0.0	0.0	0.0	0.0	0.2895
0210	VLC_EMN_TAF_min10k_sorted_md_k141_215351_n42004	42004	0.0	1.0	0.0	0.0	0.0	0.0	0.2477
0211	VLC_EMN_TAF_min10k_sorted_md_k141_125614_n49319	49319	0.0	1.0	0.0	0.0	0.0	0.0	0.1469
0212	VLC_EMN_TAF_min10k_sorted_md_k141_8072_n14758	14758	0.0	1.0	0.0	0.0	0.0	0.0	0.2997
0213	VLC_EMN_TAF_min10k_sorted_md_k141_33222_n10690	10690	0.0	1.0	0.0	0.0	0.0	0.0	0.43
0214	VLC_EMN_TAF_min10k_sorted_md_k141_77405_n13574	13574	0.0	1.0	0.0	0.0	0.0	0.0	0.3569
0215	VLC_EMN_TAF_min10k_sorted_md_k141_83670_n10483	10483	0.0	1.0	0.0	0.0	0.0	0.0	0.3624
0216	VLC_EMN_TAF_min10k_sorted_md_k141_198844_n11289	11289	0.0	1.0	0.0	0.0	0.0	0.0	0.3725
0217	VLC_EMN_TAF_min10k_sorted_md_k141_95986_n14415	14415	0.0	1.0	0.0	0.0	0.0	0.0	0.2444
0218	VLC_EMN_TAF_min10k_sorted_md_k141_135268_n29572	29572	0.0	1.0	0.0	0.0	0.0	0.0	0.3665
0219	VLC_EMN_TAF_min10k_sorted_md_k141_95489_n22870	22870	0.0	1.0	0.0	0.0	0.0	0.0	0.2537
0220	VLC_EMN_TAF_min10k_sorted_md_k141_120748_n8518	8518	0.0	1.0	0.0	0.0	0.0	0.0	0.4006
0221	VLC_EMN_TAF_min10k_sorted_md_k141_208090_n8420	8420	0.0	1.0	0.0	0.0	0.0	0.0	0.364
0222	VLC_EMN_TAF_min10k_sorted_md_k141_36861_n13714	13714	0.0	1.0	0.0	0.0	0.0	0.0	0.4262
0223	VLC_EMN_TAF_min10k_sorted_md_k141_210537_n13599	13599	0.0	1.0	0.0	0.0	0.0	0.0	0.4806
0224	VLC_EMN_TAF_min10k_sorted_md_k141_195527_n19889	19889	0.0	1.0	0.0	0.0	0.0	0.0	0.3657
0225	VLC_EMN_TAF_min10k_sorted_md_k141_89334_n18352	18352	0.0	1.0	0.0	0.0	0.0	0.0	0.3788
0226	VLC_EMN_TAF_min10k_sorted_md_k141_64056_n27142	27142	0.0	1.0	0.0	0.0	0.0	0.0	0.2082
0227	VLC_EMN_TAF_min10k_sorted_md_k141_58602_n64232	64232	0.0	1.0	0.0	0.0	0.0	0.0	0.2032
0228	VLC_EMN_TAF_min10k_sorted_md_k141_170426_n7933	7933	0.0	1.0	0.0	0.0	0.0	0.0	0.3056
0229	VLC_EMN_TAF_min10k_sorted_md_k141_192234_n56734	56734	0.0	1.0	0.0	0.0	0.0	0.0	0.2097
0230	VLC_EMN_TAF_min10k_sorted_md_k141_166535_n56998	56998	0.0	1.0	0.0	0.0	0.0	0.0	0.2584
0231	VLC_EMN_TAF_min10k_sorted_md_k141_130479_n6428	6428	0.0	1.0	0.0	0.0	0.0	0.0	0.5235
0232	VLC_EMN_TAF_min10k_sorted_md_k141_28330_n36559	36559	0.0	1.0	0.0	0.0	0.0	0.0	0.3198
0233	VLC_EMN_TAF_min10k_sorted_md_k141_182764_n11673	11673	0.0	1.0	0.0	0.0	0.0	0.0	0.1435
0234	VLC_EMN_TAF_min10k_sorted_md_k141_152494_n16885	16885	0.0	1.0	0.0	0.0	0.0	0.0	0.3507
0235	VLC_EMN_TAF_min10k_sorted_md_k141_222874_n20466	20466	0.0	1.0	0.0	0.0	0.0	0.0	0.2918
0236	VLC_EMN_TAF_min10k_sorted_md_k141_100317_n24494	24494	0.0	1.0	0.0	0.0	0.0	0.0	0.2763
0237	VLC_EMN_TAF_min10k_sorted_md_k141_43597_n4550	4550	0.0	1.0	0.0	0.0	0.0	0.0	0.4208
0238	VLC_EMN_TAF_min10k_sorted_md_k141_109161_n65447	65447	0.0	1.0	0.0	0.0	0.0	0.0	0.2733
0239	VLC_EMN_TAF_min10k_sorted_md_k141_157994_n5277	5277	0.0	1.0	0.0	0.0	0.0	0.0	0.3696
0240	VLC_EMN_TAF_min10k_sorted_md_k141_30861_n28288	28288	0.0	1.0	0.0	0.0	0.0	0.0	0.2617
0241	VLC_EMN_TAF_min10k_sorted_md_k141_195920_n27720	27720	0.0	1.0	0.0	0.0	0.0	0.0	0.3307
0242	VLC_EMN_TAF_min10k_sorted_md_k141_112531_n20423	20423	0.0	1.0	0.0	0.0	0.0	0.0	0.3115
0243	VLC_EMN_TAF_min10k_sorted_md_k141_84825_n15350	15350	0.0	1.0	0.0	0.0	0.0	0.0	0.3161
0244	VLC_EMN_TAF_min10k_sorted_md_k141_202046_n4125	4125	0.0	1.0	0.0	0.0	0.0	0.0	0.4918
0245	VLC_EMN_TAF_min10k_sorted_md_k141_183719_n7979	7979	0.0	1.0	0.0	0.0	0.0	0.0	0.4206
0246	VLC_EMN_TAF_min10k_sorted_md_k141_175257_n9269	9269	0.0	1.0	0.0	0.0	0.0	0.0	0.3686
0247	VLC_EMN_TAF_min10k_sorted_md_k141_63307_n10027	10027	0.0	1.0	0.0	0.0	0.0	0.0	0.4179
0248	VLC_EMN_TAF_min10k_sorted_md_k141_106671_n15313	15313	0.0	1.0	0.0	0.0	0.0	0.0	0.4087
0249	VLC_EMN_TAF_min10k_sorted_md_k141_167847_n36852	36852	0.0	1.0	0.0	0.0	0.0	0.0	0.3748
0250	VLC_EMN_TAF_min10k_sorted_md_k141_13180_n21063	21063	0.0	1.0	0.0	0.0	0.0	0.0	0.308
0251	VLC_EMN_TAF_min10k_sorted_md_k141_127498_n10758	10758	0.0	1.0	0.0	0.0	0.0	0.0	0.3117
0252	VLC_EMN_TAF_min10k_sorted_md_k141_32532_n9339	9339	0.0	1.0	0.0	0.0	0.0	0.0	0.199
0253	VLC_EMN_TAF_min10k_sorted_md_k141_202793_n6519	6519	0.0	1.0	0.0	0.0	0.0	0.0	0.4795
0254	VLC_EMN_TAF_min10k_sorted_md_k141_95036_n8096	8096	0.0	1.0	0.0	0.0	0.0	0.0	0.4644
0255	VLC_EMN_TAF_min10k_sorted_md_k141_182376_n26033	26033	0.0	1.0	0.0	0.0	0.0	0.0	0.4043
0256	VLC_EMN_TAF_min10k_sorted_md_k141_27905_n11101	11101	0.0	1.0	0.0	0.0	0.0	0.0	0.4109
0257	VLC_EMN_TAF_min10k_sorted_md_k141_98286_n20367	20367	0.0	1.0	0.0	0.0	0.0	0.0	0.2401
0258	VLC_EMN_TAF_min10k_sorted_md_k141_39053_n9608	9608	0.0	1.0	0.0	0.0	0.0	0.0	0.5368
0259	VLC_EMN_TAF_min10k_sorted_md_k141_66881_n8602	8602	0.0	1.0	0.0	0.0	0.0	0.0	0.3814
0260	VLC_EMN_TAF_min10k_sorted_md_k141_221282_n11556	11556	0.0	1.0	0.0	0.0	0.0	0.0	0.4741
0261	VLC_EMN_TAF_min10k_sorted_md_k141_143943_n29040	29040	0.0	1.0	0.0	0.0	0.0	0.0	0.1888
0262	VLC_EMN_TAF_min10k_sorted_md_k141_172416_n4856	4856	0.0	1.0	0.0	0.0	0.0	0.0	0.5043
0263	VLC_EMN_TAF_min10k_sorted_md_k141_114020_n45919	45919	0.0	1.0	0.0	0.0	0.0	0.0	0.2272
0264	VLC_EMN_TAF_min10k_sorted_md_k141_23977_n8979	8979	0.0	1.0	0.0	0.0	0.0	0.0	0.2584
0265	VLC_EMN_TAF_min10k_sorted_md_k141_219558_n13772	13772	0.0	1.0	0.0	0.0	0.0	0.0	0.3275
0266	VLC_EMN_TAF_min10k_sorted_md_k141_160676_n9404	9404	0.0	1.0	0.0	0.0	0.0	0.0	0.3778
0267	VLC_EMN_TAF_min10k_sorted_md_k141_25683_n152465	152465	0.0	1.0	0.0	0.0	0.0	0.0	0.2322
0268	VLC_EMN_TAF_min10k_sorted_md_k141_204709_n9690	9690	0.0	1.0	0.0	0.0	0.0	0.0	0.3768
0269	VLC_EMN_TAF_min10k_sorted_md_k141_206076_n11159	11159	0.0	1.0	0.0	0.0	0.0	0.0	0.3432
0270	VLC_EMN_TAF_min10k_sorted_md_k141_175394_n6707	6707	0.0	1.0	0.0	0.0	0.0	0.0	0.3439
0271	VLC_EMN_TAF_min10k_sorted_md_k141_37981_n4450	4450	0.0	1.0	0.0	0.0	0.0	0.0	0.4401
0272	VLC_EMN_TAF_min10k_sorted_md_k141_21448_n13360	13360	0.0	1.0	0.0	0.0	0.0	0.0	0.315
0273	VLC_EMN_TAF_min10k_sorted_md_k141_181005_n4240	4240	0.0	1.0	0.0	0.0	0.0	0.0	0.4915
0274	VLC_EMN_TAF_min10k_sorted_md_k141_31142_n12296	12296	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4811
0275	VLC_EMN_TAF_min10k_sorted_md_k141_42030_n4370	4370	0.0	0.9999	0.0	0.0	0.0	0.0001	0.5571
0276	VLC_EMN_TAF_min10k_sorted_md_k141_225464_n16320	16320	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4575
0277	VLC_EMN_TAF_min10k_sorted_md_k141_11485_n6728	6728	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4735
0278	VLC_EMN_TAF_min10k_sorted_md_k141_214006_n11966	11966	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4456
0279	VLC_EMN_TAF_min10k_sorted_md_k141_59775_n4442	4442	0.0	0.9999	0.0	0.0	0.0	0.0001	0.5354
0280	VLC_EMN_TAF_min10k_sorted_md_k141_184196_n5047	5047	0.0	0.9999	0.0	0.0	0.0	0.0001	0.5074
0281	VLC_EMN_TAF_min10k_sorted_md_k141_20560_n8200	8200	0.0	0.9999	0.0	0.0	0.0	0.0001	0.6007
0282	VLC_EMN_TAF_min10k_sorted_md_k141_103241_n7940	7940	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4585
0283	VLC_EMN_TAF_min10k_sorted_md_k141_38451_n17850	17850	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4139
0284	VLC_EMN_TAF_min10k_sorted_md_k141_45135_n17914	17914	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4411
0285	VLC_EMN_TAF_min10k_sorted_md_k141_102571_n13232	13232	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4576
0286	VLC_EMN_TAF_min10k_sorted_md_k141_87177_n12388	12388	0.0	0.9999	0.0	0.0	0.0	0.0001	0.504
0287	VLC_EMN_TAF_min10k_sorted_md_k141_125249_n26220	26220	0.0	0.9999	0.0	0.0	0.0	0.0001	0.3928
0288	VLC_EMN_TAF_min10k_sorted_md_k141_36084_n3791	3791	0.0	0.9999	0.0	0.0	0.0	0.0001	0.547
0289	VLC_EMN_TAF_min10k_sorted_md_k141_108251_n22989	22989	0.0	0.9999	0.0	0.0	0.0	0.0001	0.395
0290	VLC_EMN_TAF_min10k_sorted_md_k141_112607_n14165	14165	0.0	0.9999	0.0	0.0	0.0	0.0001	0.3841
0291	VLC_EMN_TAF_min10k_sorted_md_k141_167092_n4555	4555	0.0	0.9999	0.0	0.0	0.0	0.0001	0.561
0292	VLC_EMN_TAF_min10k_sorted_md_k141_96827_n9198	9198	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4815
0293	VLC_EMN_TAF_min10k_sorted_md_k141_93148_n6863	6863	0.0	0.9999	0.0	0.0	0.0	0.0001	0.3961
0294	VLC_EMN_TAF_min10k_sorted_md_k141_162960_n10665	10665	0.0	0.9999	0.0	0.0	0.0	0.0001	0.4423
0295	VLC_EMN_TAF_min10k_sorted_md_k141_174679_n6297	6297	0.0	0.9998	0.0	0.0	0.0	0.0002	0.6014
0296	VLC_EMN_TAF_min10k_sorted_md_k141_221739_n12273	12273	0.0	0.9998	0.0	0.0	0.0	0.0002	0.5042
0297	VLC_EMN_TAF_min10k_sorted_md_k141_184932_n5011	5011	0.0	0.9998	0.0	0.0	0.0	0.0002	0.5717
0298	VLC_EMN_TAF_min10k_sorted_md_k141_109393_n5563	5563	0.0	0.9998	0.0	0.0	0.0	0.0002	0.5512
0299	VLC_EMN_TAF_min10k_sorted_md_k141_160935_n3457	3457	0.0	0.9998	0.0	0.0	0.0	0.0002	0.5384
0300	VLC_EMN_TAF_min10k_sorted_md_k141_56979_n12695	12695	0.0	0.9998	0.0	0.0	0.0	0.0002	0.4899
0301	VLC_EMN_TAF_min10k_sorted_md_k141_11186_n4510	4510	0.0	0.9998	0.0	0.0	0.0	0.0002	0.5601
0302	VLC_EMN_TAF_min10k_sorted_md_k141_115866_n7418	7418	0.0	0.9998	0.0	0.0	0.0	0.0002	0.6436
0303	VLC_EMN_TAF_min10k_sorted_md_k141_161369_n2343	2343	0.0	0.9998	0.0	0.0	0.0	0.0002	0.6212
0304	VLC_EMN_TAF_min10k_sorted_md_k141_35569_n5429	5429	0.0	0.9998	0.0	0.0	0.0	0.0002	0.5372
0305	VLC_EMN_TAF_min10k_sorted_md_k141_63985_n11370	11370	0.0	0.9997	0.0	0.0	0.0	0.0003	0.5754
0306	VLC_EMN_TAF_min10k_sorted_md_k141_33023_n6362	6362	0.0	0.9997	0.0	0.0	0.0	0.0003	0.6471
0307	VLC_EMN_TAF_min10k_sorted_md_k141_38633_n4270	4270	0.0	0.9997	0.0	0.0	0.0	0.0003	0.6812
0308	VLC_EMN_TAF_min10k_sorted_md_k141_78930_n10012	10012	0.0	0.9997	0.0	0.0	0.0	0.0003	0.4968
0309	VLC_EMN_TAF_min10k_sorted_md_k141_127402_n13849	13849	0.0	0.9997	0.0	0.0	0.0	0.0003	0.516
0310	VLC_EMN_TAF_min10k_sorted_md_k141_201199_n4306	4306	0.0	0.9997	0.0	0.0	0.0	0.0003	0.5516
0311	VLC_EMN_TAF_min10k_sorted_md_k141_22326_n10124	10124	0.0	0.9997	0.0	0.0	0.0	0.0003	0.5704
0312	VLC_EMN_TAF_min10k_sorted_md_k141_175284_n4018	4018	0.0	0.9997	0.0	0.0	0.0	0.0003	0.5508
0313	VLC_EMN_TAF_min10k_sorted_md_k141_12665_n3553	3553	0.0	0.9997	0.0	0.0	0.0	0.0003	0.5874
0314	VLC_EMN_TAF_min10k_sorted_md_k141_226430_n7864	7864	0.0	0.9997	0.0	0.0	0.0	0.0003	0.6115
0315	VLC_EMN_TAF_min10k_sorted_md_k141_134912_n12201	12201	0.0	0.9996	0.0	0.0	0.0	0.0004	0.4937
0316	VLC_EMN_TAF_min10k_sorted_md_k141_190009_n4638	4638	0.0	0.9996	0.0	0.0	0.0	0.0004	0.6444
0317	VLC_EMN_TAF_min10k_sorted_md_k141_153570_n5224	5224	0.0	0.9996	0.0	0.0	0.0	0.0004	0.5682
0318	VLC_EMN_TAF_min10k_sorted_md_k141_113786_n5906	5906	0.0	0.9996	0.0	0.0	0.0	0.0004	0.5625
0319	VLC_EMN_TAF_min10k_sorted_md_k141_206502_n11115	11115	0.0	0.9996	0.0	0.0	0.0	0.0004	0.6031
0320	VLC_EMN_TAF_min10k_sorted_md_k141_62720_n2619	2619	0.0	0.9995	0.0	0.0	0.0	0.0005	0.6297
0321	VLC_EMN_TAF_min10k_sorted_md_k141_84695_n13785	13785	0.0	0.9995	0.0	0.0	0.0	0.0005	0.5728
0322	VLC_EMN_TAF_min10k_sorted_md_k141_34877_n23979	23979	0.0	0.9995	0.0	0.0	0.0	0.0005	0.5232
0323	VLC_EMN_TAF_min10k_sorted_md_k141_120284_n8083	8083	0.0	0.9994	0.0	0.0	0.0	0.0006	0.553
0324	VLC_EMN_TAF_min10k_sorted_md_k141_26703_n10819	10819	0.0	0.9994	0.0	0.0	0.0	0.0006	0.5537
0325	VLC_EMN_TAF_min10k_sorted_md_k141_161022_n19763	19763	0.0	0.9994	0.0	0.0	0.0	0.0006	0.5305
0326	VLC_EMN_TAF_min10k_sorted_md_k141_148491_n3770	3770	0.0	0.9994	0.0	0.0	0.0	0.0006	0.6368
0327	VLC_EMN_TAF_min10k_sorted_md_k141_122206_n4319	4319	0.0	0.9994	0.0	0.0	0.0	0.0006	0.6606
0328	VLC_EMN_TAF_min10k_sorted_md_k141_186863_n6251	6251	0.0	0.9992	0.0	0.0	0.0	0.0008	0.6396
0329	VLC_EMN_TAF_min10k_sorted_md_k141_175699_n4137	4137	0.0	0.9992	0.0	0.0	0.0	0.0008	0.6976
0330	VLC_EMN_TAF_min10k_sorted_md_k141_177031_n3834	3834	0.0	0.9991	0.0	0.0	0.0	0.0009	0.6383
0331	VLC_EMN_TAF_min10k_sorted_md_k141_91572_n8868	8868	0.0	0.9991	0.0	0.0	0.0	0.0009	0.6341
0332	VLC_EMN_TAF_min10k_sorted_md_k141_203909_n6938	6938	0.0	0.9991	0.0	0.0	0.0	0.0009	0.6172
0333	VLC_EMN_TAF_min10k_sorted_md_k141_47395_n16082	16082	0.0	0.9991	0.0	0.0	0.0	0.0009	0.5525
0334	VLC_EMN_TAF_min10k_sorted_md_k141_120900_n3072	3072	0.0	0.999	0.0	0.0	0.0	0.001	0.6614
0335	VLC_EMN_TAF_min10k_sorted_md_k141_114568_n3418	3418	0.0	0.999	0.0	0.0	0.0	0.001	0.7688
0336	VLC_EMN_TAF_min10k_sorted_md_k141_20083_n9007	9007	0.0	0.999	0.0	0.0	0.0	0.001	0.5885
0337	VLC_EMN_TAF_min10k_sorted_md_k141_73596_n3184	3184	0.0	0.9989	0.0	0.0	0.0	0.0011	0.7344
0338	VLC_EMN_TAF_min10k_sorted_md_k141_196857_n5998	5998	0.0	0.9989	0.0	0.0	0.0	0.0011	0.6558
0339	VLC_EMN_TAF_min10k_sorted_md_k141_169393_n5931	5931	0.0	0.9989	0.0	0.0	0.0	0.0011	0.6752
0340	VLC_EMN_TAF_min10k_sorted_md_k141_219890_n17810	17810	0.0	0.9988	0.0	0.0	0.0	0.0012	0.564
0341	VLC_EMN_TAF_min10k_sorted_md_k141_225274_n4107	4107	0.0	0.9988	0.0	0.0	0.0	0.0012	0.7032
0342	VLC_EMN_TAF_min10k_sorted_md_k141_105438_n4399	4399	0.0	0.9987	0.0	0.0	0.0	0.0013	0.6936
0343	VLC_EMN_TAF_min10k_sorted_md_k141_125807_n3556	3556	0.0	0.9986	0.0	0.0	0.0	0.0014	0.6174
0344	VLC_EMN_TAF_min10k_sorted_md_k141_213966_n10424	10424	0.0	0.9985	0.0	0.0	0.0	0.0015	0.6008
0345	VLC_EMN_TAF_min10k_sorted_md_k141_71041_n30935	30935	0.0	0.9984	0.0	0.0	0.0	0.0016	0.5818
0346	VLC_EMN_TAF_min10k_sorted_md_k141_210369_n11683	11683	0.0	0.9984	0.0	0.0	0.0	0.0016	0.6761
0347	VLC_EMN_TAF_min10k_sorted_md_k141_83070_n6139	6139	0.0	0.9983	0.0	0.0	0.0	0.0017	0.6914
0348	VLC_EMN_TAF_min10k_sorted_md_k141_75276_n3485	3485	0.0	0.9981	0.0	0.0	0.0	0.0019	0.7108
0349	VLC_EMN_TAF_min10k_sorted_md_k141_102691_n3971	3971	0.0	0.9976	0.0	0.0	0.0	0.0024	0.7315
0350	VLC_EMN_TAF_min10k_sorted_md_k141_127952_n3283	3283	0.0	0.9975	0.0	0.0	0.0	0.0025	0.72
0351	VLC_EMN_TAF_min10k_sorted_md_k141_210150_n13698	13698	0.0	0.9972	0.0	0.0	0.0	0.0028	0.6128
0352	VLC_EMN_TAF_min10k_sorted_md_k141_130428_n5774	5774	0.0	0.9969	0.0	0.0	0.0	0.0031	0.7758
0353	VLC_EMN_TAF_min10k_sorted_md_k141_198215_n3963	3963	0.0	0.9964	0.0	0.0	0.0	0.0036	0.6507
0354	VLC_EMN_TAF_min10k_sorted_md_k141_139112_n2898	2898	0.0	0.9962	0.0	0.0	0.0	0.0038	0.801
0355	VLC_EMN_TAF_min10k_sorted_md_k141_10464_n4914	4914	0.0	0.9955	0.0	0.0	0.0	0.0045	0.727
0356	VLC_EMN_TAF_min10k_sorted_md_k141_191946_n6894	6894	0.0	0.9955	0.0	0.0	0.0	0.0045	0.7269
0357	VLC_EMN_TAF_min10k_sorted_md_k141_121827_n11077	11077	0.0	0.9954	0.0	0.0	0.0	0.0046	0.7246
0358	VLC_EMN_TAF_min10k_sorted_md_k141_52169_n18857	18857	0.0	0.9953	0.0	0.0	0.0	0.0047	0.7138
0359	VLC_EMN_TAF_min10k_sorted_md_k141_97544_n4291	4291	0.0	0.9952	0.0	0.0	0.0	0.0048	0.766
0360	VLC_EMN_TAF_min10k_sorted_md_k141_118484_n5504	5504	0.0	0.9947	0.0	0.0	0.0	0.0053	0.7235
0361	VLC_EMN_TAF_min10k_sorted_md_k141_109329_n17306	17306	0.0	0.9936	0.0	0.0	0.0	0.0064	0.6493
0362	VLC_EMN_TAF_min10k_sorted_md_k141_113569_n3741	3741	0.0	0.9934	0.0	0.0	0.0	0.0066	0.7699
0363	VLC_EMN_TAF_min10k_sorted_md_k141_27661_n2610	2610	0.0	0.9924	0.0	0.0	0.0	0.0076	0.7976
0364	VLC_EMN_TAF_min10k_sorted_md_k141_85726_n5315	5315	0.0	0.9922	0.0	0.0	0.0	0.0078	0.7331
0365	VLC_EMN_TAF_min10k_sorted_md_k141_179430_n4116	4116	0.0	0.9914	0.0	0.0	0.0	0.0086	0.8332
0366	VLC_EMN_TAF_min10k_sorted_md_k141_224734_n2028	2028	0.0	0.9897	0.0	0.0	0.0	0.0103	0.8213
0367	VLC_EMN_TAF_min10k_sorted_md_k141_133044_n3840	3840	0.0	0.9889	0.0	0.0	0.0	0.0111	0.7688
0368	VLC_EMN_TAF_min10k_sorted_md_k141_109939_n6208	6208	0.0	0.9875	0.0	0.0	0.0	0.0125	0.8569
0369	VLC_EMN_TAF_min10k_sorted_md_k141_220332_n4144	4144	0.0	0.9864	0.0	0.0	0.0	0.0136	0.8199
0370	VLC_EMN_TAF_min10k_sorted_md_k141_28623_n4851	4851	0.0	0.9857	0.0	0.0	0.0	0.0143	0.848
0371	VLC_EMN_TAF_min10k_sorted_md_k141_64258_n52446	52446	0.0	0.9851	0.0	0.0	0.0	0.0149	0.8727
0372	VLC_EMN_TAF_min10k_sorted_md_k141_111297_n6033	6033	0.0	0.9845	0.0	0.0	0.0	0.0155	0.7881
0373	VLC_EMN_TAF_min10k_sorted_md_k141_2805_n3876	3876	0.0	0.9837	0.0	0.0	0.0	0.0163	0.8072
0374	VLC_EMN_TAF_min10k_sorted_md_k141_77269_n1710	1710	0.0	0.9798	0.0	0.0	0.0	0.0202	0.8261
0375	VLC_EMN_TAF_min10k_sorted_md_k141_82799_n10475	10475	0.0	0.9771	0.0	0.0	0.0	0.0229	0.7455
0376	VLC_EMN_TAF_min10k_sorted_md_k141_181598_n5379	5379	0.0	0.9668	0.0	0.0	0.0	0.0332	0.808
0377	VLC_EMN_TAF_min10k_sorted_md_k141_138180_n5408	5408	0.0	0.9663	0.0	0.0	0.0	0.0337	0.8451
0378	VLC_EMN_TAF_min10k_sorted_md_k141_117080_n2866	2866	0.0	0.9603	0.0	0.0	0.0	0.0397	0.8927
0379	VLC_EMN_TAF_min10k_sorted_md_k141_145078_n3358	3358	0.0	0.9572	0.0	0.0	0.0	0.0428	0.8004
0380	VLC_EMN_TAF_min10k_sorted_md_k141_93601_n3456	3456	0.0	0.9559	0.0	0.0	0.0	0.0441	0.8223
0381	VLC_EMN_TAF_min10k_sorted_md_k141_90704_n3025	3025	0.0	0.9536	0.0	0.0	0.0	0.0464	0.8678
0382	VLC_EMN_TAF_min10k_sorted_md_k141_71668_n3145	3145	0.0	0.9312	0.0	0.0	0.0	0.0688	0.9549
0383	VLC_EMN_TAF_min10k_sorted_md_k141_101108_n3799	3799	0.0	0.9201	0.0	0.0	0.0	0.0799	0.9042
0384	VLC_EMN_TAF_min10k_sorted_md_k141_166639_n2352	2352	0.0	0.891	0.0	0.0	0.0	0.109	0.8924
0385	VLC_EMN_TAF_min10k_sorted_md_k141_84556_n3322	3322	0.0	0.8891	0.0	0.0	0.0	0.1109	0.8077
0386	VLC_EMN_TAF_min10k_sorted_md_k141_41190_n15548	15548	0.0	0.8874	0.0	0.0	0.0	0.1126	0.7685
0387	VLC_EMN_TAF_min10k_sorted_md_k141_16711_n13653	13653	0.0	0.8843	0.0	0.0	0.0003	0.1154	0.9504
0388	VLC_EMN_TAF_min10k_sorted_md_k141_101350_n6972	6972	0.0	0.8723	0.0	0.0	0.0	0.1277	0.8465
0389	VLC_EMN_TAF_min10k_sorted_md_k141_191107_n2462	2462	0.0	0.8398	0.0	0.0	0.0	0.1602	0.8644
0390	VLC_EMN_TAF_min10k_sorted_md_k141_156287_n2097	2097	0.0	0.8228	0.0	0.0	0.0	0.1772	0.9278
0391	VLC_EMN_TAF_min10k_sorted_md_k141_149318_n2391	2391	0.0	0.8145	0.0	0.0	0.0	0.1855	0.9587
0392	VLC_EMN_TAF_min10k_sorted_md_k141_110394_n9741	9741	0.0	0.7534	0.0	0.0	0.0	0.2466	0.8405
0393	VLC_EMN_TAF_min10k_sorted_md_k141_196628_n6635	6635	0.0	0.7347	0.0	0.0	0.0	0.2653	0.887
0394	VLC_EMN_TAF_min10k_sorted_md_k141_208138_n2354	2354	0.0	0.7248	0.0	0.0	0.0	0.2752	0.9512
0395	VLC_EMN_TAF_min10k_sorted_md_k141_55259_n5453	5453	0.0	0.6698	0.0	0.0	0.0	0.3302	0.9104
0396	VLC_EMN_TAF_min10k_sorted_md_k141_6302_n4779	4779	0.0	0.6676	0.0	0.0	0.0	0.3324	1.0
0397	VLC_EMN_TAF_min10k_sorted_md_k141_181226_n2238	2238	0.0	0.6601	0.0	0.0	0.0	0.3399	0.9503
0398	VLC_EMN_TAF_min10k_sorted_md_k141_159421_n8983	8983	0.0	0.6543	0.0	0.0	0.0	0.3457	0.9542
0399	VLC_EMN_TAF_min10k_sorted_md_k141_138224_n10325	10325	0.0	0.6199	0.0	0.0	0.0	0.3801	0.833
0400	VLC_EMN_TAF_min10k_sorted_md_k141_224637_n2343	2343	0.0	0.5842	0.0	0.0	0.0	0.4158	0.9928
0401	VLC_EMN_TAF_min10k_sorted_md_k141_42362_n1995	1995	0.0	0.5753	0.0	0.0	0.0	0.4247	0.9854
0402	VLC_EMN_TAF_min10k_sorted_md_k141_188970_n1260	1260	0.0	0.5647	0.0	0.0	0.0	0.4353	0.9455
0403	VLC_EMN_TAF_min10k_sorted_md_k141_20366_n4527	4527	0.0	0.0	1.0	0.0	0.0	0.0	0.4242
0404	VLC_EMN_TAF_min10k_sorted_md_k141_32079_n7367	7367	0.0	0.0	1.0	0.0	0.0	0.0	0.3085
0405	VLC_EMN_TAF_min10k_sorted_md_k141_11598_n23024	23024	0.0	0.0	1.0	0.0	0.0	0.0	0.4915
0406	VLC_EMN_TAF_min10k_sorted_md_k141_38347_n12832	12832	0.0	0.0	1.0	0.0	0.0	0.0	0.5025
0407	VLC_EMN_TAF_min10k_sorted_md_k141_2853_n10593	10593	0.0	0.0	1.0	0.0	0.0	0.0	0.3651
0408	VLC_EMN_TAF_min10k_sorted_md_k141_96034_n21292	21292	0.0	0.0	1.0	0.0	0.0	0.0	0.3082
