SampleID	SampleName	AlignedFrags	Cluster1	Cluster2	Cluster3	Cluster4	ClusterCenterDist
0235	VLC_EMN_TAF_min10k_sorted_md_k141_95036_n8096	8096	0.0	1.0	0.0	0.0	0.2887
0236	VLC_EMN_TAF_min10k_sorted_md_k141_30473_n22969	22969	0.0	1.0	0.0	0.0	0.1423
0237	VLC_EMN_TAF_min10k_sorted_md_k141_129703_n8784	8784	0.0	1.0	0.0	0.0	0.566
0238	VLC_EMN_TAF_min10k_sorted_md_k141_210369_n11683	11683	0.0	1.0	0.0	0.0	0.3004
0239	VLC_EMN_TAF_min10k_sorted_md_k141_174808_n3665	3665	0.0	1.0	0.0	0.0	0.2653
0240	VLC_EMN_TAF_min10k_sorted_md_k141_96034_n21292	21292	0.0	1.0	0.0	0.0	0.5406
0241	VLC_EMN_TAF_min10k_sorted_md_k141_98286_n20367	20367	0.0	1.0	0.0	0.0	0.3047
0242	VLC_EMN_TAF_min10k_sorted_md_k141_147733_n57531	57531	0.0	1.0	0.0	0.0	0.2612
0243	VLC_EMN_TAF_min10k_sorted_md_k141_167847_n36852	36852	0.0	1.0	0.0	0.0	0.2884
0244	VLC_EMN_TAF_min10k_sorted_md_k141_79738_n2274	2274	0.0	1.0	0.0	0.0	0.4102
0245	VLC_EMN_TAF_min10k_sorted_md_k141_42030_n4370	4370	0.0	1.0	0.0	0.0	0.3211
0246	VLC_EMN_TAF_min10k_sorted_md_k141_109161_n65447	65447	0.0	1.0	0.0	0.0	0.2757
0247	VLC_EMN_TAF_min10k_sorted_md_k141_195851_n6500	6500	0.0	1.0	0.0	0.0	0.5605
0248	VLC_EMN_TAF_min10k_sorted_md_k141_192234_n56734	56734	0.0	1.0	0.0	0.0	0.2407
0249	VLC_EMN_TAF_min10k_sorted_md_k141_54892_n3275	3275	0.0	1.0	0.0	0.0	0.4721
0250	VLC_EMN_TAF_min10k_sorted_md_k141_129680_n2881	2881	0.0	1.0	0.0	0.0	0.6958
0251	VLC_EMN_TAF_min10k_sorted_md_k141_96840_n2630	2630	0.0	1.0	0.0	0.0	0.4263
0252	VLC_EMN_TAF_min10k_sorted_md_k141_78930_n10012	10012	0.0	1.0	0.0	0.0	0.1811
0253	VLC_EMN_TAF_min10k_sorted_md_k141_198215_n3963	3963	0.0	1.0	0.0	0.0	0.2025
0254	VLC_EMN_TAF_min10k_sorted_md_k141_109857_n6617	6617	0.0	1.0	0.0	0.0	0.1356
0255	VLC_EMN_TAF_min10k_sorted_md_k141_138180_n5408	5408	0.0	1.0	0.0	0.0	0.3738
0256	VLC_EMN_TAF_min10k_sorted_md_k141_172424_n3919	3919	0.0	1.0	0.0	0.0	0.5096
0257	VLC_EMN_TAF_min10k_sorted_md_k141_67768_n6159	6159	0.0	1.0	0.0	0.0	0.536
0258	VLC_EMN_TAF_min10k_sorted_md_k141_97308_n5874	5874	0.0	1.0	0.0	0.0	0.2257
0259	VLC_EMN_TAF_min10k_sorted_md_k141_89078_n6666	6666	0.0	1.0	0.0	0.0	0.456
0260	VLC_EMN_TAF_min10k_sorted_md_k141_101108_n3799	3799	0.0	1.0	0.0	0.0	0.3849
0261	VLC_EMN_TAF_min10k_sorted_md_k141_93331_n4832	4832	0.0	1.0	0.0	0.0	0.1771
0262	VLC_EMN_TAF_min10k_sorted_md_k141_175339_n2372	2372	0.0	1.0	0.0	0.0	0.562
0263	VLC_EMN_TAF_min10k_sorted_md_k141_137493_n8751	8751	0.0	1.0	0.0	0.0	0.5758
0264	VLC_EMN_TAF_min10k_sorted_md_k141_43597_n4550	4550	0.0	1.0	0.0	0.0	0.2907
0265	VLC_EMN_TAF_min10k_sorted_md_k141_88992_n6776	6776	0.0	1.0	0.0	0.0	0.1126
0266	VLC_EMN_TAF_min10k_sorted_md_k141_162621_n32774	32774	0.0	1.0	0.0	0.0	0.5146
0267	VLC_EMN_TAF_min10k_sorted_md_k141_55259_n5453	5453	0.0	1.0	0.0	0.0	0.3431
0268	VLC_EMN_TAF_min10k_sorted_md_k141_47583_n2514	2514	0.0	1.0	0.0	0.0	0.5757
0269	VLC_EMN_TAF_min10k_sorted_md_k141_22326_n10124	10124	0.0	1.0	0.0	0.0	0.295
0270	VLC_EMN_TAF_min10k_sorted_md_k141_181005_n4240	4240	0.0	1.0	0.0	0.0	0.3071
0271	VLC_EMN_TAF_min10k_sorted_md_k141_109393_n5563	5563	0.0	1.0	0.0	0.0	0.2655
0272	VLC_EMN_TAF_min10k_sorted_md_k141_191833_n11182	11182	0.0	1.0	0.0	0.0	0.1385
0273	VLC_EMN_TAF_min10k_sorted_md_k141_127952_n3283	3283	0.0	1.0	0.0	0.0	0.3244
0274	VLC_EMN_TAF_min10k_sorted_md_k141_204709_n9690	9690	0.0	1.0	0.0	0.0	0.3099
0275	VLC_EMN_TAF_min10k_sorted_md_k141_140600_n7392	7392	0.0	1.0	0.0	0.0	0.2126
0276	VLC_EMN_TAF_min10k_sorted_md_k141_203909_n6938	6938	0.0	1.0	0.0	0.0	0.2352
0277	VLC_EMN_TAF_min10k_sorted_md_k141_218319_n9167	9167	0.0	1.0	0.0	0.0	0.5785
0278	VLC_EMN_TAF_min10k_sorted_md_k141_182390_n5106	5106	0.0	1.0	0.0	0.0	0.4733
0279	VLC_EMN_TAF_min10k_sorted_md_k141_27038_n8245	8245	0.0	1.0	0.0	0.0	0.4404
0280	VLC_EMN_TAF_min10k_sorted_md_k141_208753_n5157	5157	0.0	1.0	0.0	0.0	0.4422
0281	VLC_EMN_TAF_min10k_sorted_md_k141_48726_n1755	1755	0.0	1.0	0.0	0.0	0.5263
0282	VLC_EMN_TAF_min10k_sorted_md_k141_32742_n1801	1801	0.0	1.0	0.0	0.0	0.9353
0283	VLC_EMN_TAF_min10k_sorted_md_k141_155081_n23754	23754	0.0	1.0	0.0	0.0	0.3025
0284	VLC_EMN_TAF_min10k_sorted_md_k141_210150_n13698	13698	0.0	1.0	0.0	0.0	0.1585
0285	VLC_EMN_TAF_min10k_sorted_md_k141_206420_n13117	13117	0.0	1.0	0.0	0.0	0.2076
0286	VLC_EMN_TAF_min10k_sorted_md_k141_100304_n8190	8190	0.0	1.0	0.0	0.0	0.2359
0287	VLC_EMN_TAF_min10k_sorted_md_k141_149318_n2391	2391	0.0	1.0	0.0	0.0	0.3973
0288	VLC_EMN_TAF_min10k_sorted_md_k141_136779_n1746	1746	0.0	1.0	0.0	0.0	0.3936
0289	VLC_EMN_TAF_min10k_sorted_md_k141_68744_n8377	8377	0.0	1.0	0.0	0.0	0.3251
0290	VLC_EMN_TAF_min10k_sorted_md_k141_83070_n6139	6139	0.0	1.0	0.0	0.0	0.3466
0291	VLC_EMN_TAF_min10k_sorted_md_k141_120900_n3072	3072	0.0	1.0	0.0	0.0	0.3136
0292	VLC_EMN_TAF_min10k_sorted_md_k141_206502_n11115	11115	0.0	1.0	0.0	0.0	0.3053
0293	VLC_EMN_TAF_min10k_sorted_md_k141_190009_n4638	4638	0.0	1.0	0.0	0.0	0.353
0294	VLC_EMN_TAF_min10k_sorted_md_k141_156287_n2097	2097	0.0	1.0	0.0	0.0	0.3894
0295	VLC_EMN_TAF_min10k_sorted_md_k141_120284_n8083	8083	0.0	1.0	0.0	0.0	0.2342
0296	VLC_EMN_TAF_min10k_sorted_md_k141_175699_n4137	4137	0.0	1.0	0.0	0.0	0.3756
0297	VLC_EMN_TAF_min10k_sorted_md_k141_153195_n1617	1617	0.0	1.0	0.0	0.0	0.3646
0298	VLC_EMN_TAF_min10k_sorted_md_k141_108446_n3580	3580	0.0	1.0	0.0	0.0	0.6091
0299	VLC_EMN_TAF_min10k_sorted_md_k141_132426_n2571	2571	0.0	1.0	0.0	0.0	0.3157
0300	VLC_EMN_TAF_min10k_sorted_md_k141_112859_n1795	1795	0.0	1.0	0.0	0.0	0.6647
0301	VLC_EMN_TAF_min10k_sorted_md_k141_197212_n4586	4586	0.0	1.0	0.0	0.0	0.5064
0302	VLC_EMN_TAF_min10k_sorted_md_k141_146708_n15030	15030	0.0	1.0	0.0	0.0	0.3015
0303	VLC_EMN_TAF_min10k_sorted_md_k141_150909_n12291	12291	0.0	1.0	0.0	0.0	0.5117
0304	VLC_EMN_TAF_min10k_sorted_md_k141_7476_n2874	2874	0.0	1.0	0.0	0.0	0.5521
0305	VLC_EMN_TAF_min10k_sorted_md_k141_117175_n6562	6562	0.0	1.0	0.0	0.0	0.5185
0306	VLC_EMN_TAF_min10k_sorted_md_k141_160995_n21515	21515	0.0	1.0	0.0	0.0	0.512
0307	VLC_EMN_TAF_min10k_sorted_md_k141_138224_n10325	10325	0.0	1.0	0.0	0.0	0.144
0308	VLC_EMN_TAF_min10k_sorted_md_k141_111768_n3442	3442	0.0	1.0	0.0	0.0	0.4408
0309	VLC_EMN_TAF_min10k_sorted_md_k141_122206_n4319	4319	0.0	1.0	0.0	0.0	0.3506
0310	VLC_EMN_TAF_min10k_sorted_md_k141_109388_n14610	14610	0.0	1.0	0.0	0.0	0.2814
0311	VLC_EMN_TAF_min10k_sorted_md_k141_162412_n2677	2677	0.0	1.0	0.0	0.0	0.4763
0312	VLC_EMN_TAF_min10k_sorted_md_k141_175139_n3335	3335	0.0	1.0	0.0	0.0	0.5491
0313	VLC_EMN_TAF_min10k_sorted_md_k141_63985_n11370	11370	0.0	1.0	0.0	0.0	0.2639
0314	VLC_EMN_TAF_min10k_sorted_md_k141_114568_n3418	3418	0.0	1.0	0.0	0.0	0.4204
0315	VLC_EMN_TAF_min10k_sorted_md_k141_98786_n5588	5588	0.0	1.0	0.0	0.0	0.5524
0316	VLC_EMN_TAF_min10k_sorted_md_k141_10097_n4511	4511	0.0	1.0	0.0	0.0	0.5234
0317	VLC_EMN_TAF_min10k_sorted_md_k141_110394_n9741	9741	0.0	1.0	0.0	0.0	0.2452
0318	VLC_EMN_TAF_min10k_sorted_md_k141_164150_n4736	4736	0.0	1.0	0.0	0.0	0.1849
0319	VLC_EMN_TAF_min10k_sorted_md_k141_107036_n4220	4220	0.0	1.0	0.0	0.0	0.2393
0320	VLC_EMN_TAF_min10k_sorted_md_k141_196793_n2101	2101	0.0	1.0	0.0	0.0	1.0
0321	VLC_EMN_TAF_min10k_sorted_md_k141_75894_n5625	5625	0.0	1.0	0.0	0.0	0.1772
0322	VLC_EMN_TAF_min10k_sorted_md_k141_138134_n11214	11214	0.0	1.0	0.0	0.0	0.3281
0323	VLC_EMN_TAF_min10k_sorted_md_k141_59723_n6547	6547	0.0	1.0	0.0	0.0	0.4533
0324	VLC_EMN_TAF_min10k_sorted_md_k141_14935_n5700	5700	0.0	1.0	0.0	0.0	0.1676
0325	VLC_EMN_TAF_min10k_sorted_md_k141_23977_n8979	8979	0.0	1.0	0.0	0.0	0.2134
0326	VLC_EMN_TAF_min10k_sorted_md_k141_134977_n2977	2977	0.0	1.0	0.0	0.0	0.6528
0327	VLC_EMN_TAF_min10k_sorted_md_k141_2853_n10593	10593	0.0	1.0	0.0	0.0	0.5345
0328	VLC_EMN_TAF_min10k_sorted_md_k141_195527_n19889	19889	0.0	1.0	0.0	0.0	0.319
0329	VLC_EMN_TAF_min10k_sorted_md_k141_96121_n5124	5124	0.0	1.0	0.0	0.0	0.4981
0330	VLC_EMN_TAF_min10k_sorted_md_k141_179319_n58295	58295	0.0	1.0	0.0	0.0	0.3
0331	VLC_EMN_TAF_min10k_sorted_md_k141_224711_n15950	15950	0.0	1.0	0.0	0.0	0.492
0332	VLC_EMN_TAF_min10k_sorted_md_k141_112387_n1973	1973	0.0	1.0	0.0	0.0	0.5775
0333	VLC_EMN_TAF_min10k_sorted_md_k141_96819_n4689	4689	0.0	1.0	0.0	0.0	0.5109
0334	VLC_EMN_TAF_min10k_sorted_md_k141_202793_n6519	6519	0.0	1.0	0.0	0.0	0.3243
0335	VLC_EMN_TAF_min10k_sorted_md_k141_161022_n19763	19763	0.0	1.0	0.0	0.0	0.1494
0336	VLC_EMN_TAF_min10k_sorted_md_k141_175286_n1714	1714	0.0	1.0	0.0	0.0	0.5068
0337	VLC_EMN_TAF_min10k_sorted_md_k141_142610_n3983	3983	0.0	1.0	0.0	0.0	0.1046
0338	VLC_EMN_TAF_min10k_sorted_md_k141_84695_n13785	13785	0.0	1.0	0.0	0.0	0.2644
0339	VLC_EMN_TAF_min10k_sorted_md_k141_181340_n6617	6617	0.0	1.0	0.0	0.0	0.4785
0340	VLC_EMN_TAF_min10k_sorted_md_k141_186863_n6251	6251	0.0	1.0	0.0	0.0	0.3017
0341	VLC_EMN_TAF_min10k_sorted_md_k141_69361_n3327	3327	0.0	1.0	0.0	0.0	0.1928
0342	VLC_EMN_TAF_min10k_sorted_md_k141_109329_n17306	17306	0.0	1.0	0.0	0.0	0.1385
0343	VLC_EMN_TAF_min10k_sorted_md_k141_85419_n42975	42975	0.0	1.0	0.0	0.0	0.272
0344	VLC_EMN_TAF_min10k_sorted_md_k141_221282_n11556	11556	0.0	1.0	0.0	0.0	0.3201
0345	VLC_EMN_TAF_min10k_sorted_md_k141_30028_n1786	1786	0.0	1.0	0.0	0.0	0.7764
0346	VLC_EMN_TAF_min10k_sorted_md_k141_22362_n1781	1781	0.0	1.0	0.0	0.0	0.6349
0347	VLC_EMN_TAF_min10k_sorted_md_k141_109252_n1951	1951	0.0	1.0	0.0	0.0	0.4949
0348	VLC_EMN_TAF_min10k_sorted_md_k141_216954_n2841	2841	0.0	1.0	0.0	0.0	0.4733
0349	VLC_EMN_TAF_min10k_sorted_md_k141_58694_n16576	16576	0.0	1.0	0.0	0.0	0.5821
0350	VLC_EMN_TAF_min10k_sorted_md_k141_83018_n2560	2560	0.0	1.0	0.0	0.0	0.7597
0351	VLC_EMN_TAF_min10k_sorted_md_k141_133044_n3840	3840	0.0	1.0	0.0	0.0	0.2856
0352	VLC_EMN_TAF_min10k_sorted_md_k141_77269_n1710	1710	0.0	1.0	0.0	0.0	0.3457
0353	VLC_EMN_TAF_min10k_sorted_md_k141_62154_n4260	4260	0.0	1.0	0.0	0.0	0.2614
0354	VLC_EMN_TAF_min10k_sorted_md_k141_50202_n5617	5617	0.0	1.0	0.0	0.0	0.14
0355	VLC_EMN_TAF_min10k_sorted_md_k141_42287_n3649	3649	0.0	1.0	0.0	0.0	0.2343
0356	VLC_EMN_TAF_min10k_sorted_md_k141_185219_n1866	1866	0.0	1.0	0.0	0.0	0.6323
0357	VLC_EMN_TAF_min10k_sorted_md_k141_36084_n3791	3791	0.0	1.0	0.0	0.0	0.3375
0358	VLC_EMN_TAF_min10k_sorted_md_k141_196857_n5998	5998	0.0	1.0	0.0	0.0	0.3212
0359	VLC_EMN_TAF_min10k_sorted_md_k141_4136_n2138	2138	0.0	1.0	0.0	0.0	0.2793
0360	VLC_EMN_TAF_min10k_sorted_md_k141_103498_n4106	4106	0.0	1.0	0.0	0.0	0.5243
0361	VLC_EMN_TAF_min10k_sorted_md_k141_98253_n7062	7062	0.0	1.0	0.0	0.0	0.2087
0362	VLC_EMN_TAF_min10k_sorted_md_k141_77317_n7809	7809	0.0	1.0	0.0	0.0	0.283
0363	VLC_EMN_TAF_min10k_sorted_md_k141_38347_n12832	12832	0.0	1.0	0.0	0.0	0.5142
0364	VLC_EMN_TAF_min10k_sorted_md_k141_215351_n42004	42004	0.0	1.0	0.0	0.0	0.2695
0365	VLC_EMN_TAF_min10k_sorted_md_k141_198844_n11289	11289	0.0	1.0	0.0	0.0	0.3309
0366	VLC_EMN_TAF_min10k_sorted_md_k141_132526_n10081	10081	0.0	1.0	0.0	0.0	0.5331
0367	VLC_EMN_TAF_min10k_sorted_md_k141_40443_n5574	5574	0.0	1.0	0.0	0.0	0.2314
0368	VLC_EMN_TAF_min10k_sorted_md_k141_36861_n13714	13714	0.0	1.0	0.0	0.0	0.2936
0369	VLC_EMN_TAF_min10k_sorted_md_k141_157994_n5277	5277	0.0	1.0	0.0	0.0	0.2077
0370	VLC_EMN_TAF_min10k_sorted_md_k141_85726_n5315	5315	0.0	1.0	0.0	0.0	0.283
0371	VLC_EMN_TAF_min10k_sorted_md_k141_23445_n7378	7378	0.0	1.0	0.0	0.0	0.2797
0372	VLC_EMN_TAF_min10k_sorted_md_k141_117793_n6585	6585	0.0	1.0	0.0	0.0	0.516
0373	VLC_EMN_TAF_min10k_sorted_md_k141_22510_n14203	14203	0.0	1.0	0.0	0.0	0.1
0374	VLC_EMN_TAF_min10k_sorted_md_k141_150955_n15188	15188	0.0	1.0	0.0	0.0	0.5535
0375	VLC_EMN_TAF_min10k_sorted_md_k141_5405_n4236	4236	0.0	1.0	0.0	0.0	0.5082
0376	VLC_EMN_TAF_min10k_sorted_md_k141_181505_n3894	3894	0.0	1.0	0.0	0.0	0.3975
0377	VLC_EMN_TAF_min10k_sorted_md_k141_223644_n7187	7187	0.0	1.0	0.0	0.0	0.1251
0378	VLC_EMN_TAF_min10k_sorted_md_k141_57307_n15259	15259	0.0	1.0	0.0	0.0	0.2832
0379	VLC_EMN_TAF_min10k_sorted_md_k141_40661_n6985	6985	0.0	1.0	0.0	0.0	0.5106
0380	VLC_EMN_TAF_min10k_sorted_md_k141_170426_n7933	7933	0.0	1.0	0.0	0.0	0.297
0381	VLC_EMN_TAF_min10k_sorted_md_k141_145042_n13769	13769	0.0	1.0	0.0	0.0	0.278
0382	VLC_EMN_TAF_min10k_sorted_md_k141_129660_n10639	10639	0.0	1.0	0.0	0.0	0.5128
0383	VLC_EMN_TAF_min10k_sorted_md_k141_134621_n5854	5854	0.0	1.0	0.0	0.0	0.1255
0384	VLC_EMN_TAF_min10k_sorted_md_k141_199364_n9484	9484	0.0	1.0	0.0	0.0	0.295
0385	VLC_EMN_TAF_min10k_sorted_md_k141_13180_n21063	21063	0.0	1.0	0.0	0.0	0.2921
0386	VLC_EMN_TAF_min10k_sorted_md_k141_152562_n2363	2363	0.0	1.0	0.0	0.0	0.3009
0387	VLC_EMN_TAF_min10k_sorted_md_k141_117032_n11441	11441	0.0	1.0	0.0	0.0	0.5561
0388	VLC_EMN_TAF_min10k_sorted_md_k141_178621_n3521	3521	0.0	1.0	0.0	0.0	0.165
0389	VLC_EMN_TAF_min10k_sorted_md_k141_96827_n9198	9198	0.0	1.0	0.0	0.0	0.2944
0390	VLC_EMN_TAF_min10k_sorted_md_k141_103241_n7940	7940	0.0	1.0	0.0	0.0	0.2225
0391	VLC_EMN_TAF_min10k_sorted_md_k141_167364_n10278	10278	0.0	1.0	0.0	0.0	0.2269
0392	VLC_EMN_TAF_min10k_sorted_md_k141_67364_n9065	9065	0.0	1.0	0.0	0.0	0.282
0393	VLC_EMN_TAF_min10k_sorted_md_k141_176072_n7670	7670	0.0	1.0	0.0	0.0	0.5694
0394	VLC_EMN_TAF_min10k_sorted_md_k141_71041_n30935	30935	0.0	1.0	0.0	0.0	0.126
0395	VLC_EMN_TAF_min10k_sorted_md_k141_100613_n14819	14819	0.0	1.0	0.0	0.0	0.5431
0396	VLC_EMN_TAF_min10k_sorted_md_k141_209794_n4726	4726	0.0	1.0	0.0	0.0	0.1547
0397	VLC_EMN_TAF_min10k_sorted_md_k141_101350_n6972	6972	0.0	1.0	0.0	0.0	0.2464
0398	VLC_EMN_TAF_min10k_sorted_md_k141_16376_n3996	3996	0.0	1.0	0.0	0.0	0.4554
0399	VLC_EMN_TAF_min10k_sorted_md_k141_10464_n4914	4914	0.0	1.0	0.0	0.0	0.2929
0400	VLC_EMN_TAF_min10k_sorted_md_k141_175284_n4018	4018	0.0	1.0	0.0	0.0	0.2526
0401	VLC_EMN_TAF_min10k_sorted_md_k141_180706_n4348	4348	0.0	1.0	0.0	0.0	0.2717
0402	VLC_EMN_TAF_min10k_sorted_md_k141_134630_n4423	4423	0.0	1.0	0.0	0.0	0.4695
0403	VLC_EMN_TAF_min10k_sorted_md_k141_6004_n6682	6682	0.0	1.0	0.0	0.0	0.3464
0404	VLC_EMN_TAF_min10k_sorted_md_k141_159875_n15343	15343	0.0	1.0	0.0	0.0	0.288
0405	VLC_EMN_TAF_min10k_sorted_md_k141_155664_n2899	2899	0.0	1.0	0.0	0.0	0.5487
0406	VLC_EMN_TAF_min10k_sorted_md_k141_14838_n3894	3894	0.0	1.0	0.0	0.0	0.2966
0407	VLC_EMN_TAF_min10k_sorted_md_k141_108353_n5215	5215	0.0	1.0	0.0	0.0	0.1388
0408	VLC_EMN_TAF_min10k_sorted_md_k141_161393_n5704	5704	0.0	1.0	0.0	0.0	0.5735
0409	VLC_EMN_TAF_min10k_sorted_md_k141_208138_n2354	2354	0.0	1.0	0.0	0.0	0.3687
0410	VLC_EMN_TAF_min10k_sorted_md_k141_52516_n4174	4174	0.0	1.0	0.0	0.0	0.5461
0411	VLC_EMN_TAF_min10k_sorted_md_k141_183144_n2684	2684	0.0	1.0	0.0	0.0	0.4856
0412	VLC_EMN_TAF_min10k_sorted_md_k141_17965_n6299	6299	0.0	1.0	0.0	0.0	0.4573
0413	VLC_EMN_TAF_min10k_sorted_md_k141_219890_n17810	17810	0.0	1.0	0.0	0.0	0.1533
0414	VLC_EMN_TAF_min10k_sorted_md_k141_58253_n19060	19060	0.0	1.0	0.0	0.0	0.2707
0415	VLC_EMN_TAF_min10k_sorted_md_k141_25683_n152465	152465	0.0	1.0	0.0	0.0	0.2784
0416	VLC_EMN_TAF_min10k_sorted_md_k141_22680_n11301	11301	0.0	1.0	0.0	0.0	0.544
0417	VLC_EMN_TAF_min10k_sorted_md_k141_213974_n6314	6314	0.0	1.0	0.0	0.0	0.5249
0418	VLC_EMN_TAF_min10k_sorted_md_k141_35079_n5795	5795	0.0	1.0	0.0	0.0	0.5646
0419	VLC_EMN_TAF_min10k_sorted_md_k141_127402_n13849	13849	0.0	1.0	0.0	0.0	0.223
0420	VLC_EMN_TAF_min10k_sorted_md_k141_38588_n1389	1389	0.0	1.0	0.0	0.0	0.5254
0421	VLC_EMN_TAF_min10k_sorted_md_k141_8324_n22081	22081	0.0	1.0	0.0	0.0	0.1131
0422	VLC_EMN_TAF_min10k_sorted_md_k141_11598_n23024	23024	0.0	1.0	0.0	0.0	0.482
0423	VLC_EMN_TAF_min10k_sorted_md_k141_142635_n3170	3170	0.0	1.0	0.0	0.0	0.2986
0424	VLC_EMN_TAF_min10k_sorted_md_k141_114020_n45919	45919	0.0	1.0	0.0	0.0	0.274
0425	VLC_EMN_TAF_min10k_sorted_md_k141_191481_n5033	5033	0.0	1.0	0.0	0.0	0.1612
0426	VLC_EMN_TAF_min10k_sorted_md_k141_28623_n4851	4851	0.0	1.0	0.0	0.0	0.424
0427	VLC_EMN_TAF_min10k_sorted_md_k141_96410_n5913	5913	0.0	1.0	0.0	0.0	0.2639
0428	VLC_EMN_TAF_min10k_sorted_md_k141_155279_n1662	1662	0.0	1.0	0.0	0.0	0.6492
0429	VLC_EMN_TAF_min10k_sorted_md_k141_23001_n1459	1459	0.0	1.0	0.0	0.0	0.4227
0430	VLC_EMN_TAF_min10k_sorted_md_k141_174679_n6297	6297	0.0	1.0	0.0	0.0	0.3253
0431	VLC_EMN_TAF_min10k_sorted_md_k141_153103_n4359	4359	0.0	1.0	0.0	0.0	0.1436
0432	VLC_EMN_TAF_min10k_sorted_md_k141_137388_n1779	1779	0.0	1.0	0.0	0.0	0.503
0433	VLC_EMN_TAF_min10k_sorted_md_k141_93601_n3456	3456	0.0	1.0	0.0	0.0	0.2852
0434	VLC_EMN_TAF_min10k_sorted_md_k141_98043_n13088	13088	0.0	1.0	0.0	0.0	0.1169
0435	VLC_EMN_TAF_min10k_sorted_md_k141_225290_n2049	2049	0.0	1.0	0.0	0.0	0.9125
0436	VLC_EMN_TAF_min10k_sorted_md_k141_146181_n4948	4948	0.0	1.0	0.0	0.0	0.1577
0437	VLC_EMN_TAF_min10k_sorted_md_k141_104560_n2480	2480	0.0	1.0	0.0	0.0	0.5449
0438	VLC_EMN_TAF_min10k_sorted_md_k141_159421_n8983	8983	0.0	1.0	0.0	0.0	0.4073
0439	VLC_EMN_TAF_min10k_sorted_md_k141_202769_n2388	2388	0.0	1.0	0.0	0.0	0.3252
0440	VLC_EMN_TAF_min10k_sorted_md_k141_16099_n8388	8388	0.0	1.0	0.0	0.0	0.1168
0441	VLC_EMN_TAF_min10k_sorted_md_k141_49677_n5072	5072	0.0	1.0	0.0	0.0	0.1607
0442	VLC_EMN_TAF_min10k_sorted_md_k141_167092_n4555	4555	0.0	1.0	0.0	0.0	0.3424
0443	VLC_EMN_TAF_min10k_sorted_md_k141_60303_n23884	23884	0.0	1.0	0.0	0.0	0.3
0444	VLC_EMN_TAF_min10k_sorted_md_k141_38582_n6584	6584	0.0	1.0	0.0	0.0	0.3593
0445	VLC_EMN_TAF_min10k_sorted_md_k141_12665_n3553	3553	0.0	1.0	0.0	0.0	0.2876
0446	VLC_EMN_TAF_min10k_sorted_md_k141_125614_n49319	49319	0.0	1.0	0.0	0.0	0.2581
0447	VLC_EMN_TAF_min10k_sorted_md_k141_5718_n8880	8880	0.0	1.0	0.0	0.0	0.1333
0448	VLC_EMN_TAF_min10k_sorted_md_k141_175257_n9269	9269	0.0	1.0	0.0	0.0	0.2748
0449	VLC_EMN_TAF_min10k_sorted_md_k141_224734_n2028	2028	0.0	1.0	0.0	0.0	0.3815
0450	VLC_EMN_TAF_min10k_sorted_md_k141_202358_n1655	1655	0.0	1.0	0.0	0.0	0.8074
0451	VLC_EMN_TAF_min10k_sorted_md_k141_151086_n8262	8262	0.0	1.0	0.0	0.0	0.2411
0452	VLC_EMN_TAF_min10k_sorted_md_k141_140323_n6131	6131	0.0	1.0	0.0	0.0	0.3739
0453	VLC_EMN_TAF_min10k_sorted_md_k141_214863_n14767	14767	0.0	1.0	0.0	0.0	0.0798
0454	VLC_EMN_TAF_min10k_sorted_md_k141_153262_n9805	9805	0.0	1.0	0.0	0.0	0.5477
0455	VLC_EMN_TAF_min10k_sorted_md_k141_217145_n5814	5814	0.0	1.0	0.0	0.0	0.3426
0456	VLC_EMN_TAF_min10k_sorted_md_k141_7616_n4123	4123	0.0	1.0	0.0	0.0	0.1947
0457	VLC_EMN_TAF_min10k_sorted_md_k141_47569_n1755	1755	0.0	1.0	0.0	0.0	0.6885
0458	VLC_EMN_TAF_min10k_sorted_md_k141_151843_n2784	2784	0.0	1.0	0.0	0.0	0.4375
0459	VLC_EMN_TAF_min10k_sorted_md_k141_14611_n2058	2058	0.0	1.0	0.0	0.0	0.3972
0460	VLC_EMN_TAF_min10k_sorted_md_k141_130479_n6428	6428	0.0	1.0	0.0	0.0	0.3308
0461	VLC_EMN_TAF_min10k_sorted_md_k141_222717_n15698	15698	0.0	1.0	0.0	0.0	0.485
0462	VLC_EMN_TAF_min10k_sorted_md_k141_97544_n4291	4291	0.0	1.0	0.0	0.0	0.3418
0463	VLC_EMN_TAF_min10k_sorted_md_k141_118484_n5504	5504	0.0	1.0	0.0	0.0	0.2781
0464	VLC_EMN_TAF_min10k_sorted_md_k141_210537_n13599	13599	0.0	1.0	0.0	0.0	0.3227
0465	VLC_EMN_TAF_min10k_sorted_md_k141_114888_n1773	1773	0.0	1.0	0.0	0.0	0.6352
0466	VLC_EMN_TAF_min10k_sorted_md_k141_5123_n4079	4079	0.0	1.0	0.0	0.0	0.5432
0467	VLC_EMN_TAF_min10k_sorted_md_k141_73596_n3184	3184	0.0	1.0	0.0	0.0	0.372
0468	VLC_EMN_TAF_min10k_sorted_md_k141_191613_n2292	2292	0.0	1.0	0.0	0.0	0.4114
0469	VLC_EMN_TAF_min10k_sorted_md_k141_216654_n5628	5628	0.0	1.0	0.0	0.0	0.4859
0470	VLC_EMN_TAF_min10k_sorted_md_k141_214685_n2582	2582	0.0	1.0	0.0	0.0	0.2664
